"Serial Number","List Year","Date Recorded","Assessed Value","Sale Amount","Sales Ratio"
"20681","2020","04/26/2021","15750.00","32704.00","0.4815"
"2020289","2020","06/09/2021","137800.00","262500.00","0.5249"
"200015","2020","10/13/2020","80200.00","140000.00","0.5728"
"200000420","2020","09/21/2021","178860.00","329000.00","0.5436"
"200009","2020","10/14/2020","275580.00","525000.00","0.5249"
"200274","2020","05/28/2021","137340.00","288777.00","0.475591893"
"200415","2020","06/30/2021","218600.00","20000.00","10.93"
"200141","2020","08/31/2021","0.00","489000.00","0"
"20464","2020","03/01/2021","152250.00","439000.00","0.3468"
"200566","2020","06/28/2021","12460.00","20000.00","0.623"
"201144","2020","03/31/2021","123550.00","266000.00","0.4644"
"2000117","2020","01/12/2021","133000.00","235000.00","0.5659"
"20000158","2020","02/03/2021","260020.00","435000.00","0.5977"
"200484","2020","01/12/2021","170800.00","200000.00","0.854"
"200186","2020","12/04/2020","120170.00","130000.00","0.9243"
"200043","2020","10/27/2020","124200.00","215000.00","0.5776"
"2000485","2020","08/25/2021","549080.00","920000.00","0.5968"
"20810","2020","05/26/2021","81270.00","350000.00","0.2322"
"200151","2020","11/05/2020","123970.00","199000.00","0.6229"
"200141","2020","05/04/2021","291730.00","535000.00","0.5452"
"20000207","2020","07/09/2021","98000.00","190000.00","0.5157"
"200360","2020","07/13/2021","217000.00","300000.00","0.7233"
"20631","2020","04/14/2021","50995.00","284777.00","0.179"
"200975","2020","05/07/2021","3787840.00","6000000.00","0.631306667"
"200509","2020","06/08/2021","106660.00","260000.00","0.410230769"
"200357","2020","03/29/2021","624260.00","1525000.00","0.40935082"
"201245","2020","06/02/2021","122360.00","217500.00","0.5625"
"201328","2020","07/06/2021","638050.00","1285000.00","0.4965"
"200256","2020","04/06/2021","83160.00","40000.00","2.079"
"2000134","2020","02/02/2021","80080.00","165000.00","0.4853"
"200793","2020","08/24/2021","379500.00","700000.00","0.5421"
"200208","2020","07/07/2021","99000.00","85000.00","1.1647"
"200979","2020","05/24/2021","174900.00","350000.00","0.4997"
"200026","2020","12/02/2020","151220.00","292000.00","0.5178"
"200291","2020","04/22/2021","664300.00","1175000.00","0.5653"
"200028","2020","12/07/2020","212600.00","285000.00","0.7459"
"200296","2020","02/12/2021","188600.00","67350.00","2.8002"
"200748","2020","03/29/2021","202000.00","430000.00","0.4697"
"200205","2020","12/14/2020","132550.00","255000.00","0.5198"
"200081","2020","05/07/2021","116870.00","94000.00","1.2432"
"200125","2020","06/10/2021","519280.00","1125000.00","0.461582222"
"200125","2020","12/11/2020","360900.00","519900.00","0.6941"
"20157","2020","04/23/2021","50470.00","69000.00","0.7314"
"2000279","2020","06/21/2021","94500.00","196000.00","0.482142857"
"200420","2020","04/27/2021","95590.00","218210.00","0.43806425"
"200045","2020","10/20/2020","360800.00","140000.00","2.5771"
"20044","2020","10/16/2020","50645.00","185000.00","0.2737"
"200712","2020","08/23/2021","123000.00","275000.00","0.4472"
"20056","2020","10/22/2020","113540.00","245000.00","0.4634"
"200300","2020","03/29/2021","648970.00","935000.00","0.694"
"201395","2020","07/13/2021","1514030.00","2750000.00","0.5505"
"200073","2020","05/03/2021","102500.00","230000.00","0.4456"
"201691","2020","09/03/2021","256200.00","200000.00","1.281"
"2020262","2020","05/19/2021","136700.00","237500.00","0.5755"
"20382","2020","01/29/2021","45675.00","120000.00","0.3806"
"200099","2020","11/23/2020","210140.00","336000.00","0.6254"
"20000037","2020","10/27/2020","218330.00","785000.00","0.2781"
"200270","2020","05/27/2021","11410.00","15000.00","0.7606"
"200353","2020","06/23/2021","365110.00","730000.00","0.5001"
"200088","2020","06/15/2021","829400.00","3275000.00","0.2532"
"201015","2020","07/06/2021","127970.00","287000.00","0.4458"
"20060","2020","11/03/2020","273840.00","420000.00","0.652"
"200106","2020","05/14/2021","1530.00","145000.00","0.0105"
"201285","2020","07/02/2021","179480.00","286000.00","0.6275"
"200629","2020","02/16/2021","1483440.00","1975000.00","0.7511"
"20125","2020","12/16/2020","980280.00","1400000.00","0.7002"
"200144","2020","05/05/2021","164400.00","350000.00","0.4697"
"200077","2020","01/19/2021","417380.00","724000.00","0.5764"
"201359","2020","09/01/2021","159950.00","330000.00","0.4846"
"200242","2020","03/24/2021","258300.00","457000.00","0.565207877"
"200147","2020","11/23/2020","129400.00","210000.00","0.6161"
"2020341","2020","07/21/2021","123600.00","180000.00","0.6866"
"201237","2020","07/20/2021","213400.00","410000.00","0.5204"
"200236","2020","07/01/2021","252310.00","450000.00","0.5606"
"20196","2020","12/02/2020","60725.00","310000.00","0.1958"
"200180","2020","06/07/2021","160100.00","334000.00","0.4793"
"200040","2020","03/18/2021","389000.00","1150000.00","0.3382"
"2020351","2020","07/28/2021","145300.00","266000.00","0.5462"
"200719","2020","09/20/2021","6650.00","3000.00","2.2166"
"200114","2020","09/01/2021","112700.00","100000.00","1.127"
"201666","2020","08/30/2021","1517180.00","3295000.00","0.4604"
"200018","2020","10/09/2020","125330.00","196000.00","0.6394"
"200231","2020","08/23/2021","179760.00","345000.00","0.521"
"2020267","2020","05/26/2021","100900.00","165000.00","0.6115"
"200258","2020","12/07/2020","278950.00","492500.00","0.5663"
"201289","2020","07/30/2021","42070.00","30000.00","1.402333333"
"200018","2020","10/20/2020","261940.00","425000.00","0.6163"
"200146","2020","11/25/2020","54250.00","130000.00","0.417307692"
"2020193","2020","03/10/2021","218700.00","362000.00","0.6041"
"200297","2020","02/08/2021","160700.00","251000.00","0.6402"
"200237","2020","01/26/2021","105030.00","92500.00","1.135459459"
"200434","2020","07/29/2021","140560.00","335000.00","0.4195"
"200255","2020","01/15/2021","205900.00","375000.00","0.549"
"200410","2020","08/11/2021","1010730.00","1956681.00","0.5165"
"200279","2020","02/03/2021","254730.00","437000.00","0.5829"
"200061","2020","10/20/2020","138880.00","189000.00","0.7348"
"200725","2020","07/16/2021","134380.00","195000.00","0.6891"
"2000470","2020","08/12/2021","179930.00","375000.00","0.4798"
"200019","2020","11/02/2020","29380.00","618000.00","0.0475"
"200203","2020","02/23/2021","212800.00","675000.00","0.315259259"
"200381","2020","12/22/2020","66600.00","100000.00","0.666"
"200133","2020","03/03/2021","103000.00","196000.00","0.5255"
"200458","2020","05/10/2021","128920.00","278000.00","0.463741007"
"200038","2020","11/03/2020","150430.00","211000.00","0.7129"
"2000196","2020","04/16/2021","180740.00","353000.00","0.512"
"20015","2020","12/16/2020","99350.00","159900.00","0.6213"
"200273","2020","03/12/2021","363010.00","643000.00","0.5645"
"200202","2020","02/02/2021","163960.00","240000.00","0.6831"
"200229","2020","01/05/2021","168700.00","220000.00","0.7668"
"200498","2020","08/31/2021","158600.00","250000.00","0.6344"
"201403","2020","08/24/2021","225800.00","485000.00","0.4655"
"200362","2020","12/15/2020","130900.00","192000.00","0.6817"
"20586","2020","03/31/2021","45710.00","200000.00","0.2285"
"200134","2020","11/23/2020","402100.00","600000.00","0.6701"
"10013","2001","10/12/2001","215640.00","439000.00","0.491207289"
"200098","2020","11/17/2020","76440.00","133000.00","0.5747"
"200483","2020","08/23/2021","170400.00","260000.00","0.6553"
"200158","2020","09/22/2021","177840.00","352500.00","0.5045"
"20563","2020","03/29/2021","544880.00","1635000.00","0.3332"
"200796","2020","09/28/2021","106750.00","155000.00","0.6887"
"200257","2020","06/30/2021","96300.00","180000.00","0.535"
"200525","2020","06/01/2021","344600.00","700000.00","0.4922"
"200006","2020","11/09/2020","34600.00","42000.00","0.8238"
"200118","2020","02/04/2021","165200.00","329900.00","0.5007"
"200103","2020","01/08/2021","162260.00","165000.00","0.9833"
"200423","2020","03/31/2021","56790.00","150000.00","0.3786"
"200400","2020","01/11/2021","145950.00","135000.00","1.0811"
"200350","2020","05/25/2021","131310.00","101250.00","1.2968"
"200686","2020","07/19/2021","235300.00","487000.00","0.4831"
"200257","2020","05/18/2021","126210.00","253000.00","0.4988"
"20433","2020","08/02/2021","324940.00","650000.00","0.4999"
"200093","2020","12/18/2020","143780.00","253000.00","0.5683"
"20000008","2020","10/07/2020","114490.00","195000.00","0.5871"
"20144","2020","12/16/2020","528430.00","1000000.00","0.5284"
"200838","2020","04/12/2021","1751050.00","2950000.00","0.5935"
"200583","2020","06/04/2021","78930.00","100000.00","0.7893"
"200004","2020","10/05/2020","206760.00","314900.00","0.6565"
"201062","2020","08/02/2021","98416.00","299000.00","0.3291"
"200857","2020","04/21/2021","200300.00","325500.00","0.6153"
"200136","2020","09/28/2021","134830.00","150000.00","0.8988"
"200123","2020","08/02/2021","116320.00","230000.00","0.5057"
"20000117","2020","03/04/2021","146650.00","265000.00","0.5533"
"200407","2020","04/21/2021","149160.00","290000.00","0.5143"
"201128","2020","06/04/2021","990080.00","950000.00","1.0421"
"200747","2020","07/22/2021","127520.00","245000.00","0.5204"
"200139","2020","03/26/2021","162750.00","270000.00","0.6027"
"20096","2020","05/20/2021","156070.00","207999.00","0.7503"
"200248","2020","02/26/2021","137450.00","254900.00","0.5392"
"200040","2020","11/24/2020","646090.00","1325000.00","0.4876"
"20252","2020","12/30/2020","77330.00","33000.00","2.3433"
"200936","2020","06/17/2021","97370.00","260000.00","0.3745"
"200032","2020","11/24/2020","217000.00","325000.00","0.6676"
"200490","2020","01/28/2021","30100.00","39500.00","0.762"
"200096","2020","06/09/2021","137020.00","205000.00","0.6683"
"200000338","2020","07/19/2021","281440.00","495000.00","0.5685"
"201094","2020","07/27/2021","48020.00","99900.00","0.480680681"
"20012","2020","11/02/2020","332660.00","650000.00","0.5117"
"200561","2020","07/02/2021","174030.00","363500.00","0.4787"
"201584","2020","09/27/2021","46400.00","126000.00","0.3682"
"200271","2020","05/04/2021","58590.00","99900.00","0.5864"
"2000132","2020","12/28/2020","190700.00","215000.00","0.8869"
"200103","2020","11/03/2020","204300.00","375000.00","0.5448"
"200542","2020","07/16/2021","48580.00","47884.00","1.0145"
"200142","2020","11/19/2020","119230.00","162000.00","0.7359"
"200465","2020","05/18/2021","426160.00","650000.00","0.655630769"
"200304","2020","06/14/2021","164570.00","375000.00","0.4388"
"200324","2020","12/08/2020","141100.00","255000.00","0.5533"
"201204","2020","08/20/2021","8610.00","15900.00","0.5415"
"200547","2020","06/25/2021","21480.00","15000.00","1.432"
"200340","2020","09/09/2021","223600.00","407000.00","0.5493"
"20065","2020","12/23/2020","140420.00","285000.00","0.4927"
"200834","2020","09/09/2021","306100.00","515000.00","0.5943"
"200087","2020","03/23/2021","10710.00","10000.00","1.071"
"200624","2020","03/18/2021","129800.00","233000.00","0.557"
"20000174","2020","06/14/2021","137900.00","275000.00","0.5014"
"200376","2020","05/13/2021","143300.00","270000.00","0.5307"
"20210","2020","03/08/2021","589610.00","750000.00","0.7861"
"20228","2020","09/13/2021","252700.00","460000.00","0.5493"
"201329","2020","09/30/2021","123600.00","227500.00","0.5432"
"20401","2020","03/08/2021","38510.00","30000.00","1.2836"
"200131","2020","11/17/2020","115000.00","191000.00","0.602"
"200497","2020","01/19/2021","114000.00","210000.00","0.5428"
"201207","2020","05/03/2021","208880.00","380000.00","0.5496"
"2020049","2020","11/09/2020","234300.00","427400.00","0.5481"
"200055","2020","10/19/2020","141830.00","265000.00","0.5352"
"200066","2020","12/08/2020","61960.00","105000.00","0.590095238"
"20256","2020","04/05/2021","253820.00","415000.00","0.6116"
"20652","2020","04/19/2021","60865.00","258000.00","0.2359"
"20002","2020","10/22/2020","188320.00","283490.00","0.664291509"
"200373","2020","12/16/2020","201900.00","340000.00","0.5938"
"201143","2020","08/18/2021","146300.00","340000.00","0.4302"
"20688","2020","04/26/2021","63230.00","7000.00","9.0328"
"2000232","2020","03/16/2021","740810.00","1062500.00","0.6972"
"200265","2020","09/23/2021","97930.00","175000.00","0.5596"
"2020388","2020","08/04/2021","224300.00","340000.00","0.6597"
"200251","2020","09/08/2021","328880.00","625000.00","0.5262"
"200285","2020","07/23/2021","115700.00","223000.00","0.5188"
"200136","2020","12/02/2020","130300.00","250000.00","0.5212"
"200158","2020","05/18/2021","131800.00","210000.00","0.6276"
"200683","2020","03/02/2021","745150.00","1340000.00","0.556"
"20094","2020","02/08/2021","117600.00","182500.00","0.6443"
"200408","2020","04/09/2021","88000.00","45000.00","1.9555"
"200172","2020","06/10/2021","250700.00","419000.00","0.5983"
"200542","2020","01/25/2021","422380.00","750000.00","0.5631"
"200022","2020","12/01/2020","98000.00","85000.00","1.1529"
"200044","2020","11/06/2020","2053520.00","3525200.00","0.5825"
"200437","2020","04/19/2021","277300.00","450000.00","0.6162"
"200007","2020","10/26/2020","368100.00","545000.00","0.6754"
"20098","2020","11/13/2020","69790.00","181000.00","0.3855"
"200457","2020","07/15/2021","189070.00","422500.00","0.4475"
"200189","2020","11/06/2020","3952480.00","7300000.00","0.5414"
"20173","2020","01/11/2021","306180.00","595000.00","0.5145"
"200245","2020","11/19/2020","189600.00","305000.00","0.6216"
"20000063","2020","12/14/2020","206710.00","371000.00","0.5571"
"2000274","2020","04/20/2021","277150.00","520000.00","0.5329"
"200055","2020","11/02/2020","152530.00","295000.00","0.517"
"200094","2020","04/27/2021","26620.00","42500.00","0.6263"
"201019","2020","07/15/2021","55900.00","95000.00","0.5884"
"200127","2020","05/05/2021","723580.00","1130000.00","0.6403"
"200089","2020","12/07/2020","133630.00","245000.00","0.5454"
"20060","2020","12/15/2020","231420.00","324000.00","0.714259259"
"20062","2020","05/07/2021","214670.00","377626.00","0.56847251"
"20071","2020","06/02/2021","138800.00","308000.00","0.450649351"
"200225","2020","11/16/2020","188600.00","322000.00","0.5857"
"20112","2020","12/03/2020","287000.00","430000.00","0.6674"
"20000189","2020","03/01/2021","273090.00","391950.00","0.6967"
"20009","2020","10/08/2020","117000.00","232500.00","0.5032"
"200327","2020","05/17/2021","287300.00","460000.00","0.624565217"
"200042","2020","11/24/2020","168970.00","355000.00","0.4759"
"200073","2020","12/21/2020","312800.00","563000.00","0.5555"
"20515","2020","05/05/2021","87190.00","154000.00","0.5661"
"20000021","2020","04/27/2021","141050.00","330000.00","0.4274"
"200201","2020","04/29/2021","286440.00","207500.00","1.3804"
"200865","2020","08/31/2021","114530.00","275000.00","0.4164"
"200056","2020","12/29/2020","163260.00","290000.00","0.5629"
"201442","2020","07/20/2021","2415000.00","4625000.00","0.5221"
"200356","2020","12/29/2020","82460.00","140000.00","0.589"
"20805","2020","05/26/2021","150500.00","400000.00","0.3762"
"200083","2020","05/14/2021","128140.00","61020.00","2.0999"
"201467","2020","07/23/2021","6316310.00","13000000.00","0.4858"
"20771","2020","05/12/2021","70560.00","242000.00","0.2915"
"200239","2020","06/09/2021","283100.00","555000.00","0.51"
"200059","2020","10/13/2020","18200.00","544387.00","0.033432099"
"20213","2020","03/01/2021","383390.00","550000.00","0.697"
"201351","2020","08/26/2021","168700.00","325000.00","0.519"
"2000535","2020","09/23/2021","77600.00","475000.00","0.163368421"
"200891","2020","06/15/2021","136000.00","265000.00","0.5132"
"200091","2020","10/19/2020","725340.00","1330000.00","0.5453"
"201291","2020","08/02/2021","347900.00","625000.00","0.5566"
"20092","2020","11/03/2020","107330.00","185000.00","0.5801"
"20147","2020","11/23/2020","91850.00","131000.00","0.7011"
"200107","2020","10/27/2020","136920.00","215000.00","0.6368"
"200229","2020","11/09/2020","112000.00","224000.00","0.5"
"2000179","2020","03/31/2021","161980.00","320000.00","0.5061"
"200100","2020","09/16/2021","188100.00","280000.00","0.6717"
"200187","2020","05/03/2021","274900.00","419000.00","0.656"
"200597","2020","07/09/2021","908180.00","1687500.00","0.538180741"
"200760","2020","05/05/2021","42800.00","64500.00","0.6635"
"200775","2020","04/05/2021","116700.00","220000.00","0.5304"
"201042","2020","07/29/2021","110838.00","275000.00","0.403"
"20344","2020","05/20/2021","732480.00","1275000.00","0.5744"
"200160","2020","06/15/2021","283400.00","540000.00","0.5248"
"20035","2020","01/21/2021","138920.00","235000.00","0.5911"
"20935","2020","09/22/2021","67090.00","175000.00","0.3833"
"200135","2020","12/24/2020","514610.00","875000.00","0.5881"
"200254","2020","09/15/2021","195300.00","320000.00","0.6103"
"200395","2020","08/02/2021","119700.00","250000.00","0.4788"
"201745","2020","09/20/2021","157360.00","320000.00","0.4917"
"20084","2020","07/23/2021","117000.00","279000.00","0.4193"
"201299","2020","07/01/2021","3299590.00","6350000.00","0.5196"
"200210","2020","01/14/2021","115100.00","245000.00","0.4697"
"200586","2020","07/19/2021","128980.00","215000.00","0.5999"
"200069","2020","11/10/2020","372270.00","582518.00","0.639070381"
"200075","2020","10/29/2020","89130.00","155500.00","0.5731"
"201535","2020","09/16/2021","171500.00","315000.00","0.5444"
"200448","2020","05/12/2021","423850.00","1225000.00","0.346"
"2020213","2020","05/12/2021","136800.00","289000.00","0.4733"
"200252","2020","03/23/2021","359890.00","650000.00","0.5536"
"20471","2020","07/07/2021","536550.00","1300000.00","0.412730769"
"200526","2020","09/28/2021","232290.00","359900.00","0.6454"
"200037","2020","12/31/2020","132900.00","175000.00","0.7594"
"200166","2020","12/08/2020","99500.00","171000.00","0.5818"
"20492","2020","03/04/2021","36715.00","89900.00","0.4083"
"201220","2020","09/03/2021","129600.00","162500.00","0.7975"
"200179","2020","12/09/2020","284800.00","510000.00","0.5584"
"200100","2020","10/26/2020","102130.00","174900.00","0.5839"
"200412","2020","12/28/2020","195200.00","410000.00","0.476"
"200108","2020","10/21/2020","164400.00","335000.00","0.4907"
"200559","2020","06/14/2021","192400.00","58333.00","3.2983"
"200701","2020","04/14/2021","46300.00","78000.00","0.593589744"
"200028","2020","10/07/2020","221480.00","459900.00","0.4815"
"200026","2020","10/15/2020","248600.00","430000.00","0.5781"
"200075","2020","12/12/2020","133700.00","239000.00","0.5594"
"201137","2020","08/17/2021","17800.00","87000.00","0.204597701"
"200494","2020","06/30/2021","309900.00","520000.00","0.5959"
"201616","2020","08/19/2021","1412740.00","2130000.00","0.6632"
"200019","2020","11/04/2020","203700.00","400000.00","0.5092"
"200802","2020","05/17/2021","154350.00","370000.00","0.417162162"
"200392","2020","04/05/2021","90800.00","117000.00","0.776"
"200024","2020","11/10/2020","16730.00","10000.00","1.673"
"20774","2020","05/12/2021","221130.00","592000.00","0.3735"
"200470","2020","08/09/2021","203900.00","432500.00","0.4714"
"200110","2020","12/03/2020","515900.00","1025000.00","0.5033"
"200026","2020","11/25/2020","197420.00","375000.00","0.5264"
"20334","2020","05/18/2021","498540.00","750000.00","0.66472"
"200899","2020","06/11/2021","2580.00","57960.00","0.0445"
"201160","2020","04/13/2021","81410.00","180000.00","0.4522"
"200269","2020","01/26/2021","262430.00","225000.00","1.1663"
"200488","2020","02/12/2021","91210.00","100000.00","0.9121"
"200711","2020","08/23/2021","88000.00","144000.00","0.6111"
"20287","2020","04/26/2021","282940.00","490000.00","0.5774"
"200457","2020","04/29/2021","90100.00","194000.00","0.4644"
"20894","2020","06/17/2021","22859.00","60000.00","0.3809"
"200029","2020","12/05/2020","130900.00","179900.00","0.7276"
"200027","2020","11/05/2020","152990.00","170000.00","0.8999"
"200127","2020","02/22/2021","77810.00","50000.00","1.5562"
"200511","2020","02/04/2021","120900.00","200500.00","0.6029"
"200019","2020","10/13/2020","436180.00","733000.00","0.595"
"20021","2020","10/06/2020","1143310.00","1564800.00","0.7306"
"200122","2020","11/24/2020","487260.00","700000.00","0.696"
"200249","2020","06/15/2021","161300.00","308000.00","0.5237"
"200112","2020","11/17/2020","334690.00","650000.00","0.5149"
"200336","2020","06/15/2021","156610.00","291650.00","0.5369"
"200123","2020","11/13/2020","145720.00","183000.00","0.7962"
"200850","2020","08/24/2021","119900.00","249900.00","0.4797"
"2000164","2020","03/10/2021","151340.00","235000.00","0.644"
"200070","2020","11/12/2020","223230.00","312500.00","0.7143"
"200171","2020","05/28/2021","75500.00","85000.00","0.8882"
"200774","2020","09/20/2021","13370.00","33800.00","0.3955"
"20083","2020","11/12/2020","1158220.00","1700000.00","0.6813"
"200890","2020","06/08/2021","104790.00","174900.00","0.5991"
"200672","2020","02/26/2021","1130710.00","1652500.00","0.6842"
"20392","2020","06/08/2021","715890.00","1420000.00","0.5041"
"200144","2020","05/18/2021","251140.00","464000.00","0.5412"
"200103","2020","06/24/2021","193010.00","360000.00","0.5361"
"200332","2020","02/25/2021","209200.00","250000.00","0.8368"
"200851","2020","08/24/2021","124970.00","235000.00","0.5317"
"201199","2020","07/13/2021","18200.00","514216.00","0.0353"
"200110","2020","11/10/2020","212310.00","220000.00","0.965045455"
"200451","2020","07/27/2021","636000.00","1525000.00","0.417"
"200110","2020","12/03/2020","139720.00","250000.00","0.5588"
"201140","2020","06/30/2021","234400.00","445000.00","0.5267"
"200867","2020","06/08/2021","125700.00","175000.00","0.7182"
"20049","2020","04/04/2021","88690.00","156000.00","0.568525641"
"20027","2020","03/15/2021","83200.00","182000.00","0.457142857"
"201255","2020","09/01/2021","99540.00","203000.00","0.4903"
"200526","2020","01/25/2021","326400.00","560000.00","0.5828"
"20094","2020","02/02/2021","238280.00","455000.00","0.5236"
"200676","2020","04/12/2021","591780.00","1240000.00","0.4772"
"201280","2020","06/30/2021","1623720.00","2600000.00","0.6245"
"200627","2020","06/21/2021","204710.00","350000.00","0.5848"
"200570","2020","06/29/2021","71750.00","92000.00","0.7798"
"200290","2020","07/26/2021","114500.00","210000.00","0.5452"
"20000249","2020","08/18/2021","298200.00","560000.00","0.5325"
"20588","2020","08/30/2021","568120.00","1099000.00","0.5169"
"200097","2020","01/04/2021","181800.00","141750.00","1.282539683"
"200068","2020","10/30/2020","338200.00","140000.00","2.4157"
"200060","2020","11/25/2020","121300.00","80000.00","1.51625"
"2000144","2020","01/05/2021","200300.00","450000.00","0.4451"
"20492","2020","07/15/2021","3272640.00","5800000.00","0.5642"
"201105","2020","06/22/2021","189700.00","199999.00","0.9485"
"20104","2020","02/26/2021","154210.00","279995.00","0.5507"
"200819","2020","04/15/2021","202800.00","365000.00","0.5556"
"200318","2020","03/10/2021","22470.00","25000.00","0.8988"
"200588","2020","09/24/2021","478450.00","1352500.00","0.353752311"
"200082","2020","05/25/2021","143810.00","255000.00","0.5639"
"201542","2020","09/20/2021","289700.00","515000.00","0.5625"
"201031","2020","07/19/2021","127400.00","191000.00","0.667"
"20228","2020","03/12/2021","212730.00","360000.00","0.590916667"
"200343","2020","05/25/2021","179800.00","279900.00","0.642372276"
"2020168","2020","03/31/2021","133100.00","270000.00","0.492962963"
"200185","2020","12/11/2020","149400.00","242000.00","0.6173"
"200452","2020","01/27/2021","248640.00","414500.00","0.5998"
"200984","2020","05/25/2021","18200.00","551415.00","0.033"
"200146","2020","03/16/2021","191700.00","13000.00","14.74615385"
"200266","2020","01/05/2021","226130.00","375000.00","0.603"
"200000379","2020","08/18/2021","169880.00","340000.00","0.4996"
"200501","2020","02/02/2021","131800.00","266000.00","0.4954"
"20017","2020","12/28/2020","51200.00","75000.00","0.6826"
"20307","2020","05/06/2021","1962800.00","2804000.00","0.7"
"200187","2020","08/19/2021","12740.00","363575.00","0.035"
"20645","2020","04/16/2021","97720.00","403000.00","0.2424"
"200483","2020","01/12/2021","633850.00","1150000.00","0.5511"
"200024","2020","11/04/2020","301910.00","425000.00","0.710376471"
"200166","2020","03/01/2021","212310.00","132500.00","1.6023"
"201231","2020","09/16/2021","94484.00","280000.00","0.3374"
"20672","2020","04/26/2021","208180.00","210000.00","0.991333333"
"200985","2020","05/10/2021","1147650.00","1759000.00","0.6524"
"200105","2020","03/30/2021","3290.00","5500.00","0.5981"
"200170","2020","12/28/2020","64800.00","102000.00","0.6352"
"20002","2020","10/01/2020","569030.00","1095000.00","0.5196"
"200203","2020","05/05/2021","134800.00","231000.00","0.5835"
"200013","2020","10/20/2020","102630.00","120000.00","0.8552"
"200107","2020","11/23/2020","796950.00","1150000.00","0.693"
"200146","2020","12/01/2020","231800.00","375000.00","0.6181"
"200360","2020","03/30/2021","98980.00","230000.00","0.430347826"
"201018","2020","07/22/2021","64085.00","135000.00","0.4747"
"10015","2001","02/11/2002","87300.00","85000.00","1.027058824"
"20356","2020","02/17/2021","96700.00","115500.00","0.8372"
"200222","2020","11/04/2020","118400.00","200000.00","0.592"
"20000217","2020","07/16/2021","205870.00","385050.00","0.5346"
"200288","2020","03/18/2021","370110.00","645000.00","0.5738"
"20266","2020","04/09/2021","313320.00","660000.00","0.4747"
"200306","2020","03/29/2021","108880.00","190000.00","0.573"
"200009","2020","10/02/2020","226800.00","410000.00","0.5531"
"200095","2020","03/04/2021","315670.00","489000.00","0.6455"
"200159","2020","04/21/2021","314770.00","478757.00","0.6574"
"200139","2020","12/02/2020","631600.00","850000.00","0.743"
"200334","2020","04/14/2021","124640.00","155000.00","0.8041"
"20232","2020","03/29/2021","1155560.00","2200000.00","0.5252"
"200118","2020","08/18/2021","196800.00","375000.00","0.5248"
"20174","2020","02/03/2021","662130.00","1150000.00","0.5757"
"20388","2020","03/02/2021","84740.00","159500.00","0.5312"
"200098","2020","10/20/2020","145700.00","325000.00","0.4483"
"200128","2020","04/01/2021","387300.00","967000.00","0.400517063"
"200027","2020","10/15/2020","182610.00","230000.00","0.7939"
"200052","2020","10/09/2020","714560.00","1150000.00","0.6213"
"200131","2020","06/10/2021","473750.00","875000.00","0.5414"
"200062","2020","12/22/2020","436170.00","850000.00","0.5131"
"200237","2020","08/23/2021","137780.00","335000.00","0.4112"
"20152","2020","11/18/2020","129220.00","345000.00","0.3745"
"200049","2020","10/26/2020","188300.00","260000.00","0.7242"
"200735","2020","04/29/2021","189800.00","365000.00","0.52"
"200094","2020","10/22/2020","25200.00","30000.00","0.84"
"20000085","2020","01/21/2021","222390.00","430000.00","0.517186047"
"201315","2020","09/29/2021","361300.00","519900.00","0.6949"
"200087","2020","11/25/2020","254440.00","240000.00","1.0601"
"200364","2020","05/26/2021","212760.00","500000.00","0.4255"
"200019","2020","11/03/2020","310220.00","530000.00","0.5853"
"200016","2020","10/06/2020","49000.00","79900.00","0.6132"
"200145","2020","06/07/2021","177850.00","187500.00","0.948533333"
"200261","2020","04/06/2021","275940.00","485000.00","0.5689"
"200016","2020","10/15/2020","51940.00","95000.00","0.5467"
"200215","2020","11/24/2020","116200.00","170000.00","0.6835"
"200203","2020","05/21/2021","232010.00","351000.00","0.6609"
"20293","2020","12/30/2020","57085.00","210000.00","0.2718"
"200882","2020","09/02/2021","90520.00","208000.00","0.4351"
"200376","2020","03/24/2021","713200.00","550000.00","1.2967"
"200119","2020","01/27/2021","1300.00","2900.00","0.4482"
"201229","2020","07/19/2021","144400.00","325000.00","0.4443"
"200050","2020","11/16/2020","82300.00","165000.00","0.4987"
"200801","2020","04/05/2021","5406590.00","59000.00","91.63711864"
"200120","2020","11/23/2020","253100.00","370000.00","0.684"
"200383","2020","03/29/2021","497100.00","832000.00","0.5974"
"200799","2020","09/27/2021","117000.00","196000.00","0.5969"
"20097","2020","11/23/2020","1105300.00","1230000.00","0.8986"
"200043","2020","12/15/2020","333570.00","584900.00","0.5703"
"200674","2020","03/03/2021","18200.00","472476.00","0.038520475"
"201282","2020","07/26/2021","89040.00","696000.00","0.1279"
"200114","2020","01/25/2021","161800.00","240000.00","0.6741"
"201179","2020","08/26/2021","171100.00","359000.00","0.4766"
"2000249","2020","04/01/2021","234830.00","427500.00","0.5493"
"200045","2020","06/02/2021","123800.00","193000.00","0.6414"
"200206","2020","02/23/2021","237580.00","391000.00","0.6076"
"20151","2020","05/25/2021","298550.00","525000.00","0.5686"
"200218","2020","03/05/2021","455500.00","1035000.00","0.44"
"20379","2020","03/01/2021","96120.00","200000.00","0.4806"
"200285","2020","02/10/2021","112300.00","156000.00","0.7198"
"200011","2020","10/08/2020","183600.00","322000.00","0.5701"
"201148","2020","08/06/2021","83930.00","155000.00","0.5414"
"200577","2020","09/15/2021","192160.00","450000.00","0.427"
