"Serial Number","List Year","Date Recorded","Assessed Value","Sale Amount","Sales Ratio"
"200035","2020","10/19/2020","155420.00","210000.00","0.74"
"200189","2020","12/14/2020","237600.00","570000.00","0.4168"
"2000230","2020","03/16/2021","210940.00","365000.00","0.5779"
"200439","2020","06/08/2021","104020.00","160000.00","0.6501"
"2000385","2020","09/13/2021","139720.00","251500.00","0.5555"
"200000352","2020","07/29/2021","95040.00","250000.00","0.38016"
"20091","2020","05/17/2021","172700.00","130000.00","1.3284"
"200000372","2020","08/16/2021","410680.00","640000.00","0.6416"
"2000192","2020","04/13/2021","198730.00","350000.00","0.5678"
"200036","2020","07/15/2021","112900.00","270000.00","0.4181"
"200660","2020","07/01/2021","9140.00","900000.00","0.010155556"
"20057","2020","03/29/2021","66300.00","70000.00","0.9471"
"200127","2020","02/04/2021","81060.00","143000.00","0.566853147"
"200016","2020","11/02/2020","281290.00","560000.00","0.5023"
"200031","2020","12/16/2020","207000.00","335000.00","0.6179"
"200709","2020","04/16/2021","138100.00","282500.00","0.488849558"
"2000311","2020","05/11/2021","157100.00","340000.00","0.462"
"200061","2020","04/13/2021","170600.00","324000.00","0.5265"
"200011","2020","10/16/2020","209010.00","200000.00","1.045"
"200012","2020","10/26/2020","131600.00","261000.00","0.5042"
"200095","2020","11/24/2020","183070.00","220000.00","0.832136364"
"200055","2020","11/19/2020","5600.00","5000.00","1.12"
"201285","2020","09/08/2021","122990.00","211000.00","0.5828"
"200110","2020","01/26/2021","70220.00","150000.00","0.4681"
"20537","2020","03/17/2021","23380.00","65000.00","0.359692308"
"200167","2020","03/31/2021","69790.00","150000.00","0.4652"
"200496","2020","05/05/2021","106810.00","180000.00","0.5933"
"200476","2020","01/21/2021","92500.00","62000.00","1.4919"
"20236","2020","12/22/2020","78270.00","135900.00","0.5759"
"20000052","2020","12/01/2020","211120.00","371000.00","0.569"
"200842","2020","06/02/2021","88500.00","125000.00","0.708"
"201163","2020","07/06/2021","275500.00","540000.00","0.5101"
"201032","2020","07/27/2021","94117.00","299000.00","0.3147"
"200930","2020","05/12/2021","18200.00","576002.00","0.0315"
"200227","2020","03/12/2021","244600.00","405000.00","0.6039"
"201252","2020","06/25/2021","513100.00","850000.00","0.6036"
"200008","2020","10/05/2020","99400.00","273500.00","0.3634"
"200667","2020","08/23/2021","155080.00","250000.00","0.62032"
"200047","2020","10/23/2020","155390.00","249000.00","0.624"
"200391","2020","06/24/2021","13200.00","250000.00","0.0528"
"20264","2020","04/07/2021","230160.00","400000.00","0.5754"
"20097","2020","08/20/2021","1270400.00","2975024.00","0.427"
"200186","2020","01/13/2021","188520.00","161500.00","1.1673"
"200090","2020","12/21/2020","60270.00","117000.00","0.515128205"
"2000157","2020","03/01/2021","349370.00","600000.00","0.5822"
"200080","2020","11/05/2020","239550.00","480000.00","0.499"
"201190","2020","08/17/2021","40110.00","90500.00","0.4432"
"200434","2020","08/26/2021","142590.00","321000.00","0.4442"
"200618","2020","07/13/2021","89900.00","135000.00","0.6659"
"200194","2020","02/05/2021","170660.00","220000.00","0.7757"
"200215","2020","07/29/2021","321350.00","570000.00","0.5637"
"201332","2020","09/20/2021","158760.00","345000.00","0.4601"
"201259","2020","07/12/2021","134960.00","305000.00","0.4424"
"200429","2020","05/03/2021","246470.00","558000.00","0.4417"
"20267","2020","04/19/2021","2299640.00","3622500.00","0.6348"
"20041","2020","06/02/2021","132040.00","265000.00","0.4982"
"200117","2020","04/12/2021","160850.00","280000.00","0.5744"
"2020274","2020","07/09/2021","161500.00","372000.00","0.4341"
"200320","2020","02/18/2021","209500.00","330000.00","0.6348"
"200235","2020","01/08/2021","104510.00","145000.00","0.720758621"
"200134","2020","01/25/2021","126840.00","223000.00","0.5687"
"2000142","2020","02/09/2021","129290.00","239000.00","0.5409"
"200035","2020","10/19/2020","311570.00","725000.00","0.4297"
"2000246","2020","03/29/2021","272250.00","480000.00","0.5671"
"200038","2020","04/29/2021","80900.00","345000.00","0.234492754"
"200411","2020","04/22/2021","120870.00","315000.00","0.383714286"
"201228","2020","06/09/2021","47740.00","80000.00","0.5967"
"200197","2020","09/10/2021","259800.00","531800.00","0.4885"
"200539","2020","08/30/2021","212490.00","600000.00","0.3541"
"201287","2020","06/30/2021","1638350.00","2795000.00","0.5861"
"200500","2020","08/31/2021","1070000.00","2200000.00","0.4863"
"200468","2020","01/07/2021","394870.00","660000.00","0.5982"
"20086","2020","11/02/2020","119100.00","225000.00","0.5293"
"201393","2020","07/13/2021","1138970.00","2147750.00","0.5303"
"20059","2020","12/16/2020","199610.00","40000.00","4.9902"
"200181","2020","01/29/2021","442900.00","738500.00","0.5997"
"20106","2020","03/01/2021","160740.00","681994.00","0.2356"
"200299","2020","04/29/2021","301800.00","400000.00","0.7545"
"200026","2020","10/16/2020","140590.00","215210.00","0.6532"
"2000356","2020","06/02/2021","162380.00","355000.00","0.4574"
"200356","2020","05/24/2021","144080.00","345000.00","0.4176"
"200494","2020","08/30/2021","174500.00","380000.00","0.4592"
"20505","2020","07/26/2021","1374380.00","2425000.00","0.5667"
"200108","2020","10/20/2020","453040.00","925000.00","0.4897"
"200162","2020","11/03/2020","177500.00","350000.00","0.507142857"
"20014","2020","01/04/2021","160900.00","304695.00","0.528"
"200862","2020","09/21/2021","58700.00","130000.00","0.4515"
"201322","2020","09/30/2021","93900.00","165000.00","0.569"
"20938","2020","09/23/2021","71230.00","185000.00","0.385027027"
"200018","2020","12/22/2020","663300.00","875000.00","0.758"
"20262","2020","12/22/2020","46620.00","220000.00","0.2119"
"200545","2020","09/03/2021","326870.00","615000.00","0.5314"
"200343","2020","12/09/2020","113600.00","200000.00","0.568"
"200535","2020","06/15/2021","32830.00","5000.00","6.566"
"200639","2020","07/28/2021","259770.00","650000.00","0.399646154"
"2000504","2020","09/01/2021","382400.00","650000.00","0.588307692"
"200380","2020","04/08/2021","196350.00","488000.00","0.402356557"
"200105","2020","01/19/2021","240100.00","375000.00","0.6402"
"200190","2020","05/05/2021","145200.00","380000.00","0.382105263"
"200139","2020","12/22/2020","174510.00","336100.00","0.5192"
"200226","2020","12/18/2020","145570.00","240000.00","0.6065"
"200732","2020","03/22/2021","72500.00","35000.00","2.0714"
"201494","2020","07/28/2021","632170.00","1250000.00","0.5057"
"20546","2020","08/05/2021","447790.00","639000.00","0.7007"
"200070","2020","04/13/2021","70590.00","152000.00","0.4644"
"200387","2020","12/22/2020","129400.00","275500.00","0.4696"
"200428","2020","04/16/2021","137900.00","249900.00","0.5518"
"201494","2020","09/09/2021","455700.00","535000.00","0.8517"
"2000037","2020","10/22/2020","277350.00","500000.00","0.5547"
"200085","2020","02/03/2021","154640.00","245630.00","0.6295"
"200449","2020","04/26/2021","347000.00","775000.00","0.4477"
"200502","2020","01/19/2021","160900.00","290000.00","0.5548"
"200499","2020","02/01/2021","150900.00","257000.00","0.5871"
"20087","2020","11/20/2020","289660.00","448000.00","0.6465"
"20808","2020","08/09/2021","135200.00","220000.00","0.6145"
"200637","2020","03/31/2021","113960.00","190000.00","0.5997"
"200458","2020","05/17/2021","49350.00","118400.00","0.4168"
"200000428","2020","09/24/2021","85720.00","170000.00","0.5042"
"20359","2020","02/18/2021","134390.00","250000.00","0.5375"
"200725","2020","03/18/2021","106000.00","170000.00","0.6235"
"20663","2020","06/30/2021","88890.00","160000.00","0.5555"
"200758","2020","03/22/2021","570220.00","2200000.00","0.2591"
"200369","2020","12/15/2020","462980.00","200000.00","2.3149"
"20149","2020","01/11/2021","874230.00","1320950.00","0.6618"
"200239","2020","12/29/2020","135970.00","299900.00","0.453384461"
"200200","2020","11/09/2020","679070.00","1015000.00","0.669"
"200055","2020","02/09/2021","353980.00","850000.00","0.4164"
"20003","2020","10/26/2020","145270.00","175000.00","0.830114286"
"200038","2020","11/24/2020","287870.00","435000.00","0.6617"
"200562","2020","02/03/2021","263600.00","415000.00","0.635180723"
"200630","2020","07/23/2021","0.00","600000.00","0"
"200392","2020","07/12/2021","211790.00","375000.00","0.5647"
"200206","2020","07/06/2021","125600.00","310000.00","0.4051"
"200348","2020","04/27/2021","372800.00","535000.00","0.6968"
"200975","2020","05/24/2021","100900.00","165000.00","0.6115"
"200714","2020","07/14/2021","101380.00","250000.00","0.4055"
"20826","2020","06/01/2021","57000.00","140000.00","0.4071"
"200738","2020","09/01/2021","203700.00","385000.00","0.529"
"200989","2020","05/10/2021","440370.00","785000.00","0.5609"
"200206","2020","12/23/2020","112700.00","150500.00","0.748837209"
"200003","2020","10/01/2020","2011100.00","2300000.00","0.8743"
"200076","2020","12/16/2020","67700.00","117000.00","0.5786"
"200139","2020","03/12/2021","306410.00","525000.00","0.5836"
"20435","2020","03/23/2021","94070.00","191000.00","0.492513089"
"200170","2020","01/28/2021","198700.00","322000.00","0.617"
"20852","2020","06/08/2021","211718.00","9000.00","23.5242"
"200163","2020","04/05/2021","2970.00","67000.00","0.0443"
"200871","2020","06/03/2021","101360.00","190000.00","0.5334"
"2000367","2020","06/14/2021","125060.00","953159.00","0.1312"
"200652","2020","08/17/2021","82250.00","215000.00","0.38255814"
"20662","2020","04/21/2021","44975.00","80500.00","0.5586"
"200687","2020","04/14/2021","40110.00","76000.00","0.5277"
"200497","2020","06/01/2021","129370.00","235000.00","0.5505"
"20051","2020","08/05/2021","96450.00","125000.00","0.7716"
"200042","2020","11/09/2020","154010.00","299000.00","0.515"
"200007","2020","10/27/2020","282450.00","537000.00","0.5259"
"201420","2020","07/16/2021","577080.00","2199000.00","0.262428377"
"200339","2020","03/19/2021","185500.00","320000.00","0.5796875"
"200035","2020","10/29/2020","223900.00","392000.00","0.5711"
"200281","2020","05/11/2021","196460.00","355000.00","0.5534"
"200845","2020","05/28/2021","29330.00","63500.00","0.4618"
"200163","2020","06/17/2021","156300.00","256500.00","0.6093"
"200840","2020","04/20/2021","276200.00","565000.00","0.4888"
"200122","2020","08/25/2021","179630.00","230000.00","0.781"
"201178","2020","07/07/2021","201900.00","356000.00","0.5671"
"201091","2020","08/03/2021","173100.00","405000.00","0.4274"
"200090","2020","11/09/2020","362580.00","650000.00","0.5578"
"2000010","2020","12/22/2020","171270.00","350000.00","0.4893"
"20053","2020","09/09/2021","161700.00","20000.00","8.085"
"200060","2020","09/02/2021","189400.00","410000.00","0.4619"
"201392","2020","08/23/2021","18200.00","496325.00","0.0366"
"200004","2020","10/13/2020","152700.00","262000.00","0.5828"
"200024","2020","11/24/2020","15510.00","13000.00","1.193"
"200495","2020","06/02/2021","42630.00","98000.00","0.435"
"20568","2020","05/24/2021","87400.00","170000.00","0.5141"
"200401","2020","06/23/2021","253440.00","475000.00","0.5335"
"200737","2020","09/29/2021","127760.00","210000.00","0.6083"
"2000327","2020","05/18/2021","77040.00","135000.00","0.5706"
"201317","2020","08/03/2021","79900.00","197000.00","0.4055"
"20235","2020","03/22/2021","231360.00","395000.00","0.585721519"
"200039","2020","01/12/2021","310070.00","537100.00","0.5773"
"200536","2020","06/18/2021","187830.00","378000.00","0.4969"
"201699","2020","09/08/2021","536200.00","720000.00","0.7447"
"200000254","2020","05/07/2021","157150.00","620000.00","0.253467742"
"20018","2020","12/22/2020","150530.00","230000.00","0.6544"
"201582","2020","08/12/2021","1497090.00","4000000.00","0.3742"
"20231","2020","03/16/2021","241780.00","428000.00","0.5649"
"200114","2020","11/20/2020","178290.00","305000.00","0.5845"
"200953","2020","06/21/2021","94010.00","140000.00","0.6715"
"200175","2020","07/02/2021","615700.00","1462500.00","0.420991453"
"201091","2020","07/27/2021","193550.00","405900.00","0.4768"
"200189","2020","07/06/2021","1950.00","50000.00","0.039"
"2000168","2020","02/02/2021","168490.00","239000.00","0.7049"
"10047","2001","04/10/2002","73400.00","140000.00","0.524285714"
"2020127","2020","02/02/2021","110400.00","333000.00","0.331531532"
"201250","2020","06/03/2021","185430.00","330000.00","0.5619"
"200417","2020","04/13/2021","166800.00","280000.00","0.5957"
"200616","2020","08/10/2021","365260.00","702000.00","0.5203"
"200040","2020","11/06/2020","147700.00","227000.00","0.6506"
"200089","2020","11/02/2020","145870.00","257500.00","0.5664"
"200629","2020","07/22/2021","79240.00","140000.00","0.566"
"201192","2020","08/30/2021","44600.00","65000.00","0.6861"
"200727","2020","09/23/2021","168930.00","247000.00","0.6839"
"200530","2020","02/16/2021","163000.00","235000.00","0.6936"
"2020385","2020","08/02/2021","88100.00","135000.00","0.6525"
"20705","2020","07/12/2021","1124080.00","3328456.00","0.3377"
"200492","2020","05/28/2021","114940.00","188888.00","0.6085"
"200653","2020","03/30/2021","115600.00","220000.00","0.5254"
"201173","2020","06/14/2021","710640.00","1347000.00","0.5275"
"200288","2020","04/20/2021","225600.00","440000.00","0.5127"
"20036","2020","10/20/2020","155680.00","305200.00","0.51"
"201564","2020","08/10/2021","1006180.00","1820000.00","0.5528"
"20030","2020","10/16/2020","217710.00","342500.00","0.635649635"
"20461","2020","07/01/2021","796390.00","1098000.00","0.7253"
"200309","2020","03/30/2021","309720.00","510000.00","0.6072"
"200057","2020","06/01/2021","449120.00","330000.00","1.3609"
"201294","2020","08/05/2021","359520.00","475000.00","0.7568"
"200421","2020","08/17/2021","150640.00","272000.00","0.553823529"
"200143","2020","06/28/2021","67212.00","354073.00","0.1898"
"20833","2020","08/18/2021","112360.00","242000.00","0.4642"
"201662","2020","08/30/2021","1048040.00","148000.00","7.081351351"
"2020390","2020","08/05/2021","180600.00","290000.00","0.6227"
"201029","2020","05/17/2021","1047410.00","1480000.00","0.7077"
"200177","2020","12/11/2020","126840.00","215000.00","0.5899"
"20000103","2020","02/16/2021","163870.00","300000.00","0.5462"
"200763","2020","05/04/2021","150010.00","290000.00","0.5172"
"200021","2020","10/20/2020","726000.00","4246000.00","0.1709"
"20516","2020","03/09/2021","24325.00","80100.00","0.303682896"
"200537","2020","05/21/2021","117380.00","245000.00","0.4791"
"200043","2020","10/21/2020","101430.00","7108.00","14.2698"
"20085","2020","08/25/2021","171110.00","317590.00","0.5387"
"200342","2020","03/11/2021","190700.00","90000.00","2.1188"
"10219","2001","10/29/2001","71050.00","150000.00","0.473666667"
"201044","2020","05/19/2021","1182580.00","2200000.00","0.5375"
"200420","2020","06/02/2021","123770.00","231000.00","0.5358"
"201524","2020","09/14/2021","75700.00","135000.00","0.5607"
"201431","2020","07/19/2021","4489100.00","5925000.00","0.7576"
"201122","2020","06/28/2021","354400.00","689000.00","0.5143"
"200573","2020","06/11/2021","267100.00","501000.00","0.5331"
"201100","2020","01/12/2021","94360.00","143000.00","0.6598"
"201598","2020","08/17/2021","1490720.00","2025000.00","0.7361"
"200776","2020","07/30/2021","20540.00","36400.00","0.5642"
"200578","2020","07/12/2021","173420.00","320000.00","0.5419"
"2020067","2020","11/20/2020","154900.00","231000.00","0.6705"
"20004","2020","10/05/2020","177100.00","350000.00","0.506"
"200341","2020","07/06/2021","108920.00","252000.00","0.4322"
"200397","2020","01/08/2021","81410.00","196000.00","0.4153"
"200753","2020","05/03/2021","104300.00","200000.00","0.5215"
"2020025","2020","10/22/2020","117300.00","332500.00","0.3527"
"200820","2020","05/26/2021","104000.00","235000.00","0.4425"
"200727","2020","08/30/2021","170240.00","330000.00","0.5158"
"2000502","2020","08/13/2021","0.00","624382.00","0"
"20072","2020","11/04/2020","652050.00","1250000.00","0.5216"
"20006","2020","10/05/2020","173530.00","320000.00","0.5422"
"200029","2020","11/30/2020","113800.00","75000.00","1.5173"
"20079","2020","06/16/2021","93690.00","170000.00","0.5511"
"20120","2020","12/08/2020","194040.00","319500.00","0.6073"
"200352","2020","05/28/2021","335700.00","565000.00","0.594159292"
"200911","2020","04/28/2021","183820.00","290000.00","0.6338"
"200027","2020","11/16/2020","256060.00","450444.00","0.5684"
"200471","2020","06/22/2021","198080.00","435000.00","0.4553"
"20911","2020","06/22/2021","60675.00","170000.00","0.3569"
"20995","2020","07/14/2021","66555.00","150000.00","0.4437"
"200040","2020","10/15/2020","718500.00","150000.00","4.79"
"200167","2020","11/02/2020","1471680.00","2000000.00","0.7358"
"200529","2020","06/16/2021","124130.00","300000.00","0.413766667"
"200092","2020","06/09/2021","74340.00","165000.00","0.4505"
"200051","2020","11/16/2020","287090.00","360000.00","0.7974"
"200083","2020","05/24/2021","309200.00","316000.00","0.9784"
"200573","2020","06/30/2021","247520.00","405000.00","0.611160494"
"200020","2020","11/23/2020","72300.00","130000.00","0.5561"
"20000110","2020","12/16/2020","358810.00","460000.00","0.78"
"20359","2020","06/10/2021","341810.00","655000.00","0.5218"
"201328","2020","08/05/2021","186800.00","375000.00","0.4981"
"20149","2020","04/19/2021","77980.00","153000.00","0.5096"
"201360","2020","09/27/2021","238350.00","445000.00","0.5356"
"200025","2020","11/10/2020","208510.00","345000.00","0.6043"
"200705","2020","08/18/2021","154100.00","330000.00","0.4669"
"200564","2020","02/03/2021","1772890.00","2370000.00","0.748"
"200185","2020","06/24/2021","543440.00","985000.00","0.5517"
"200896","2020","06/10/2021","102270.00","245000.00","0.4174"
"200565","2020","06/28/2021","702380.00","900000.00","0.7804"
"200101","2020","01/07/2021","142800.00","245000.00","0.5828"
"201422","2020","08/30/2021","151000.00","371776.00","0.4061"
"200637","2020","03/24/2021","108700.00","180000.00","0.6038"
"200755","2020","07/26/2021","87610.00","237500.00","0.368884211"
"200487","2020","05/24/2021","226930.00","290000.00","0.7825"
"200291","2020","03/22/2021","148700.00","567069.00","0.262225585"
"20089","2020","05/06/2021","182010.00","370000.00","0.4919"
"200157","2020","02/18/2021","133280.00","260000.00","0.5126"
"20574","2020","08/18/2021","781900.00","1375000.00","0.5686"
"200652","2020","06/29/2021","203470.00","360000.00","0.5651"
"200135","2020","06/28/2021","211100.00","175000.00","1.2062"
"20000119","2020","12/29/2020","184960.00","355000.00","0.521"
"200100","2020","03/11/2021","229430.00","350000.00","0.6555"
"200080","2020","05/19/2021","11800.00","395000.00","0.0298"
"200025","2020","10/07/2020","123200.00","224000.00","0.55"
"200053","2020","01/11/2021","205940.00","325000.00","0.6336"
"200355","2020","03/18/2021","177100.00","278000.00","0.637"
"200334","2020","12/08/2020","787290.00","1349000.00","0.5836"
"200694","2020","04/12/2021","96600.00","168000.00","0.575"
"200021","2020","10/20/2020","213400.00","500000.00","0.4268"
"200408","2020","06/01/2021","360310.00","540000.00","0.6672"
"20265","2020","01/05/2021","76440.00","122500.00","0.624"
"200331","2020","12/09/2020","108400.00","215000.00","0.5041"
"20731","2020","07/19/2021","94740.00","230000.00","0.4119"
"200331","2020","06/30/2021","161910.00","200000.00","0.8095"
"200063","2020","11/09/2020","105000.00","210000.00","0.5"
"200944","2020","05/17/2021","124900.00","255000.00","0.4898"
"2020081","2020","12/03/2020","113400.00","299000.00","0.3792"
"200062","2020","11/05/2020","254480.00","435000.00","0.585"
"200142","2020","02/25/2021","258370.00","450000.00","0.5741"
"200110","2020","08/02/2021","156590.00","315000.00","0.4971"
"2020210","2020","05/10/2021","100300.00","85000.00","1.18"
"20226","2020","09/07/2021","441070.00","750000.00","0.588"
"201047","2020","07/29/2021","51744.00","185000.00","0.2796"
"200010","2020","11/16/2020","161100.00","183000.00","0.880327869"
"200041","2020","10/15/2020","94500.00","150000.00","0.63"
"200048","2020","10/28/2020","122920.00","140000.00","0.878"
"2000388","2020","06/24/2021","207180.00","397000.00","0.5218"
"200384","2020","05/19/2021","156590.00","265000.00","0.5909"
"20347","2020","02/10/2021","79070.00","145000.00","0.5453"
"200159","2020","03/30/2021","177400.00","320000.00","0.5543"
"2000135","2020","12/30/2020","132610.00","171000.00","0.7754"
"200602","2020","07/28/2021","120130.00","295000.00","0.407220339"
"200504","2020","01/19/2021","185600.00","340000.00","0.5458"
"20393","2020","03/03/2021","101830.00","239900.00","0.4244"
"200103","2020","07/06/2021","123970.00","299000.00","0.4146"
"200672","2020","08/25/2021","110650.00","229900.00","0.4812"
"200460","2020","04/30/2021","212500.00","335000.00","0.6343"
"201306","2020","09/13/2021","117320.00","255000.00","0.46"
"201109","2020","06/23/2021","215800.00","398000.00","0.5422"
"200025","2020","10/28/2020","143500.00","251900.00","0.5696"
"201276","2020","09/20/2021","117700.00","240000.00","0.4904"
"200473","2020","08/12/2021","249200.00","555000.00","0.449"
"200227","2020","04/22/2021","168700.00","315000.00","0.5355"
"200712","2020","09/13/2021","99380.00","243000.00","0.408971193"
"200128","2020","06/10/2021","165970.00","290000.00","0.5723"
"200106","2020","03/31/2021","212830.00","285000.00","0.7467"
"200305","2020","02/11/2021","267800.00","470000.00","0.5697"
"200344","2020","12/11/2020","181500.00","285000.00","0.6368"
"200067","2020","12/07/2020","172400.00","293750.00","0.5868"
"200673","2020","04/12/2021","108290.00","180000.00","0.6016"
"20071","2020","05/10/2021","65200.00","150000.00","0.4346"
"20391","2020","03/02/2021","110530.00","190000.00","0.5817"
"200003","2020","10/08/2020","101850.00","160000.00","0.6365"
"200462","2020","08/03/2021","216100.00","365000.00","0.592"
"200883","2020","06/14/2021","83300.00","200000.00","0.4165"
"200209","2020","02/24/2021","305550.00","470000.00","0.6501"
"200023","2020","10/23/2020","92600.00","80000.00","1.1575"
"200870","2020","06/09/2021","72100.00","75000.00","0.9613"
"200150","2020","05/11/2021","248100.00","365000.00","0.6797"
"20067","2020","11/05/2020","279790.00","405000.00","0.6908"
"2000110","2020","01/08/2021","177940.00","290000.00","0.6135"
"200197","2020","02/24/2021","355850.00","592000.00","0.601"
"200198","2020","09/28/2021","254900.00","545000.00","0.4677"
"200598","2020","07/12/2021","328020.00","635000.00","0.5165"
"200034","2020","01/06/2021","259100.00","250000.00","1.0364"
"200377","2020","07/02/2021","862330.00","1447500.00","0.5957"
"200233","2020","11/30/2020","83310.00","205000.00","0.406390244"
"20118","2020","11/13/2020","281600.00","295000.00","0.9545"
"20879","2020","06/15/2021","18706.00","60000.00","0.311766667"
"2000377","2020","06/17/2021","75920.00","212500.00","0.3572"
"200336","2020","05/19/2021","326700.00","675000.00","0.484"
"20001","2020","10/01/2020","201900.00","340000.00","0.5938"
"20483","2020","07/12/2021","1128820.00","1800000.00","0.6271"
"200242","2020","01/11/2021","187100.00","300000.00","0.623666667"
"200042","2020","11/09/2020","100600.00","201000.00","0.5004"
"201418","2020","07/16/2021","2170000.00","4819000.00","0.4503"
"200581","2020","08/02/2021","279400.00","750000.00","0.372533333"
"200353","2020","12/14/2020","109500.00","195000.00","0.5615"
"200564","2020","02/26/2021","145700.00","100000.00","1.457"
"200968","2020","05/24/2021","205700.00","515000.00","0.399417476"
"200487","2020","06/29/2021","549000.00","890000.00","0.6168"
"200126","2020","04/01/2021","258300.00","499900.00","0.5167"
"200534","2020","01/26/2021","100700.00","176000.00","0.5721"
"200455","2020","05/10/2021","85220.00","152000.00","0.5606"
"20026","2020","03/16/2021","159520.00","289900.00","0.5502"
"200052","2020","10/08/2020","236900.00","380000.00","0.6234"
"200736","2020","04/29/2021","158800.00","310000.00","0.5122"
"200204","2020","01/22/2021","139890.00","199000.00","0.702964824"
"20204","2020","02/17/2021","331800.00","615000.00","0.5395"
"200016","2020","11/10/2020","227880.00","555000.00","0.4105"
"200090","2020","11/25/2020","97330.00","219000.00","0.444429224"
"20492","2020","09/02/2021","92470.00","234000.00","0.3951"
"20335","2020","05/18/2021","801290.00","1225000.00","0.6541"
"201272","2020","06/29/2021","875210.00","2900000.00","0.3017"
"200261","2020","09/16/2021","128790.00","285000.00","0.4518"
"200031","2020","12/30/2020","329700.00","800000.00","0.4121"
"20900","2020","06/21/2021","137270.00","278500.00","0.4928"
"200277","2020","11/24/2020","6300.00","65000.00","0.0969"
"200123","2020","10/21/2020","885220.00","1340000.00","0.6606"
"201171","2020","09/01/2021","63615.00","200000.00","0.318075"
"200510","2020","09/15/2021","212100.00","390500.00","0.5431"
"201343","2020","08/16/2021","108500.00","185000.00","0.5864"
"200296","2020","12/01/2020","90000.00","149400.00","0.6024"
"200178","2020","01/04/2021","300050.00","475000.00","0.6316"
"20401","2020","07/07/2021","193060.00","335000.00","0.5762"
"200591","2020","03/05/2021","99800.00","204000.00","0.4892"
"200077","2020","12/11/2020","151900.00","249900.00","0.6078"
"200222","2020","08/05/2021","153700.00","287700.00","0.5342"
"200632","2020","08/11/2021","28240.00","92000.00","0.306956522"
"201274","2020","06/29/2021","735000.00","1160000.00","0.6336"
"200261","2020","05/19/2021","145530.00","150000.00","0.9702"
"200070","2020","12/04/2020","254000.00","429900.00","0.5908"
"2020409","2020","09/13/2021","245100.00","450000.00","0.5446"
"201101","2020","07/30/2021","85330.00","164000.00","0.5203"
"200345","2020","04/23/2021","132890.00","213000.00","0.6238"
"2020217","2020","04/09/2021","218900.00","394900.00","0.5543"
"200152","2020","12/02/2020","329000.00","550000.00","0.5981"
"2020154","2020","03/02/2021","148700.00","310000.00","0.4796"
"20386","2020","06/28/2021","1096470.00","600000.00","1.8274"
"20166","2020","12/02/2020","86230.00","185000.00","0.466108108"
"200078","2020","02/02/2021","77100.00","130000.00","0.593"
"201114","2020","08/02/2021","106610.00","175000.00","0.6092"
"200040","2020","10/13/2020","113200.00","220000.00","0.5145"
"200583","2020","02/03/2021","3658200.00","4200000.00","0.871"
"20389","2020","06/07/2021","475370.00","739000.00","0.6432"
"201785","2020","09/28/2021","1187690.00","1800000.00","0.6598"
"200200","2020","05/14/2021","143400.00","277500.00","0.5167"
"200562","2020","02/26/2021","42800.00","82000.00","0.5219"
"200078","2020","09/20/2021","250100.00","418800.00","0.5971"
"200373","2020","07/26/2021","106820.00","185000.00","0.5774"
"20298","2020","01/15/2021","119400.00","140000.00","0.8528"
"20019","2020","10/09/2020","61130.00","112000.00","0.5458"
"200208","2020","08/25/2021","173200.00","350000.00","0.4948"
"200250","2020","03/29/2021","175300.00","255500.00","0.6861"
"200503","2020","02/02/2021","68900.00","100000.00","0.689"
"200354","2020","03/29/2021","164490.00","350000.00","0.4699"
"200227","2020","07/22/2021","135200.00","250000.00","0.5408"
"20217","2020","12/16/2020","78270.00","132000.00","0.5929"
"200488","2020","05/20/2021","129400.00","265000.00","0.4883"
"200824","2020","08/17/2021","100860.00","230000.00","0.4385"
"201199","2020","05/10/2021","77000.00","177500.00","0.4338"
"20011","2020","10/05/2020","1367590.00","2200276.00","0.6215"
"201215","2020","05/07/2021","78260.00","120000.00","0.6521"
"201034","2020","07/09/2021","287260.00","610000.00","0.4709"
"200327","2020","12/07/2020","715960.00","1170000.00","0.6119"
"200686","2020","08/31/2021","88590.00","148000.00","0.5985"
"200085","2020","10/21/2020","107870.00","182000.00","0.5926"
"20038","2020","05/05/2021","159000.00","222000.00","0.7162"
"200411","2020","04/12/2021","472600.00","704500.00","0.6708"
"20681","2020","07/02/2021","149900.00","320000.00","0.4684"
"200123","2020","04/05/2021","220100.00","371000.00","0.5932"
"200047","2020","05/14/2021","156990.00","270000.00","0.5814"
"200041","2020","12/16/2020","167990.00","232500.00","0.7225"
"200250","2020","12/04/2020","75110.00","140000.00","0.5365"
"200138","2020","11/24/2020","137970.00","199000.00","0.693316583"
"200809","2020","04/14/2021","18200.00","626832.00","0.029"
"20324","2020","01/11/2021","75495.00","280000.00","0.2696"
"200521","2020","01/25/2021","18200.00","560274.00","0.0324"
"200283","2020","07/22/2021","74900.00","157000.00","0.477"
"20419","2020","06/21/2021","560910.00","1235000.00","0.4541"
"200164","2020","06/28/2021","546120.00","950000.00","0.5748"
"200060","2020","02/25/2021","36400.00","72500.00","0.502"
"200543","2020","09/01/2021","194730.00","398000.00","0.4892"
"200144","2020","07/07/2021","0.00","184995.00","0"
"20618","2020","09/28/2021","652820.00","1344800.00","0.4854"
"20148","2020","05/24/2021","192710.00","174000.00","1.1075"
"200053","2020","01/25/2021","208600.00","450000.00","0.4635"
"200001","2020","10/01/2020","114460.00","225000.00","0.5087"
"200000416","2020","09/16/2021","206560.00","440000.00","0.4694"
