"Serial Number","List Year","Date Recorded","Assessed Value","Sale Amount","Sales Ratio"
"201291","2020","06/30/2021","1795710.00","2400000.00","0.7482"
"200464","2020","01/06/2021","1402030.00","2650000.00","0.529"
"200556","2020","06/01/2021","109210.00","219900.00","0.4966"
"200498","2020","01/19/2021","67100.00","140250.00","0.4784"
"200168","2020","06/25/2021","440700.00","950000.00","0.4638"
"200019","2020","11/23/2020","318150.00","625000.00","0.509"
"200073","2020","02/17/2021","364030.00","555000.00","0.65590991"
"200043","2020","01/05/2021","428070.00","779000.00","0.5495"
"20009","2020","10/30/2020","267200.00","465000.00","0.5746"
"200070","2020","11/13/2020","335400.00","487800.00","0.6875"
"201397","2020","08/23/2021","326400.00","674900.00","0.4836"
"200242","2020","03/26/2021","119210.00","170000.00","0.7012"
"20162","2020","06/23/2021","259560.00","460000.00","0.5642"
"20564","2020","05/24/2021","78270.00","140000.00","0.559"
"20678","2020","07/02/2021","90390.00","170000.00","0.5317"
"200044","2020","11/09/2020","208770.00","400000.00","0.5219"
"201090","2020","06/01/2021","2198350.00","3700000.00","0.5941"
"200988","2020","06/30/2021","128380.00","250000.00","0.5135"
"200563","2020","06/14/2021","143200.00","275000.00","0.5207"
"200064","2020","03/10/2021","213200.00","315000.00","0.6768"
"200887","2020","06/14/2021","131700.00","285000.00","0.4621"
"200217","2020","03/15/2021","137810.00","182000.00","0.7571"
"201686","2020","09/02/2021","1775760.00","4300000.00","0.4129"
"20089","2020","07/21/2021","148560.00","212000.00","0.7007"
"200698","2020","04/13/2021","142400.00","274900.00","0.518006548"
"200000271","2020","05/25/2021","173540.00","375000.00","0.462773333"
"200024","2020","10/21/2020","224900.00","351000.00","0.6407"
"2000106","2020","01/06/2021","125650.00","220000.00","0.5711"
"20179","2020","12/02/2020","110500.00","105000.00","1.0523"
"200327","2020","06/30/2021","106820.00","184000.00","0.5805"
"200355","2020","12/14/2020","208100.00","357000.00","0.5829"
"200603","2020","07/13/2021","207200.00","630000.00","0.328888889"
"200066","2020","11/09/2020","621000.00","900000.00","0.69"
"200381","2020","07/06/2021","416190.00","730000.00","0.5701"
"201220","2020","05/17/2021","190820.00","331500.00","0.5756"
"20085","2020","08/09/2021","208800.00","377000.00","0.5538"
"200891","2020","06/08/2021","71610.00","165000.00","0.434"
"200208","2020","05/10/2021","139000.00","200000.00","0.695"
"200170","2020","11/03/2020","515550.00","831500.00","0.62"
"200187","2020","04/29/2021","122530.00","273000.00","0.4488"
"200856","2020","09/17/2021","256000.00","507000.00","0.5049"
"2020187","2020","04/21/2021","121800.00","178500.00","0.6823"
"200010","2020","10/16/2020","90750.00","70000.00","1.2964"
"200124","2020","09/24/2021","271600.00","525000.00","0.5173"
"200362","2020","03/29/2021","116340.00","110000.00","1.057636364"
"20030","2020","10/14/2020","38440.00","39000.00","0.9856"
"20781","2020","05/13/2021","63035.00","178000.00","0.3541"
"2000392","2020","06/28/2021","155790.00","290000.00","0.5372"
"200500","2020","02/02/2021","135900.00","205000.00","0.6629"
"200260","2020","04/06/2021","117950.00","135150.00","0.8727"
"200533","2020","06/17/2021","38510.00","109900.00","0.350409463"
"200475","2020","06/24/2021","156240.00","352000.00","0.4438"
"200514","2020","06/09/2021","112040.00","250000.00","0.44816"
"200549","2020","07/21/2021","117590.00","410000.00","0.2868"
"200456","2020","04/29/2021","149400.00","135000.00","1.1066"
"201302","2020","09/13/2021","117390.00","110000.00","1.0671"
"20016","2020","10/23/2020","95690.00","150000.00","0.6379"
"20591","2020","09/01/2021","483280.00","950000.00","0.5087"
"200469","2020","08/09/2021","474500.00","959000.00","0.4947"
"20255","2020","04/14/2021","486290.00","725000.00","0.6707"
"20340","2020","05/25/2021","210770.00","385000.00","0.5474"
"200717","2020","09/15/2021","119190.00","250000.00","0.4767"
"200677","2020","04/12/2021","92330.00","120000.00","0.7694"
"2000472","2020","08/13/2021","322400.00","625500.00","0.5154"
"200525","2020","01/25/2021","326400.00","173000.00","1.886705202"
"200710","2020","04/22/2021","384780.00","1110000.00","0.3466"
"200339","2020","05/17/2021","164960.00","439000.00","0.3757"
"200298","2020","03/26/2021","142730.00","170000.00","0.8395"
"200059","2020","03/08/2021","79480.00","185000.00","0.4296"
"200076","2020","05/04/2021","98000.00","100000.00","0.98"
"20282","2020","01/11/2021","90190.00","137000.00","0.658321168"
"200000432","2020","09/27/2021","193330.00","370000.00","0.5225"
"200640","2020","06/25/2021","33380.00","9000.00","3.7088"
"20026","2020","01/04/2021","60110.00","79900.00","0.752315394"
"200654","2020","08/24/2021","407370.00","760000.00","0.536"
"200181","2020","04/12/2021","151060.00","305000.00","0.495278689"
"200412","2020","06/01/2021","486680.00","1000000.00","0.4866"
"200038","2020","01/19/2021","278400.00","475000.00","0.5861"
"20473","2020","03/01/2021","23380.00","105000.00","0.2226"
"200333","2020","02/25/2021","112100.00","137000.00","0.8182"
"200067","2020","11/12/2020","162470.00","162000.00","1.002901235"
"200143","2020","05/18/2021","100530.00","172500.00","0.5827"
"20520","2020","05/06/2021","78270.00","133000.00","0.5884"
"2020070","2020","11/24/2020","172000.00","299900.00","0.5735"
"200302","2020","05/24/2021","503020.00","790000.00","0.6367"
"200561","2020","06/23/2021","130480.00","316000.00","0.4129"
"200616","2020","03/29/2021","59220.00","123000.00","0.4814"
"200461","2020","01/15/2021","92000.00","185000.00","0.4972"
"200652","2020","08/24/2021","120570.00","220000.00","0.548"
"20124","2020","12/11/2020","331660.00","528000.00","0.6281"
"20259","2020","01/04/2021","80560.00","150000.00","0.537"
"200349","2020","05/27/2021","730600.00","130000.00","5.62"
"200189","2020","12/14/2020","393900.00","642500.00","0.613"
"20521","2020","05/06/2021","109190.00","240000.00","0.4549"
"20594","2020","04/01/2021","56770.00","250000.00","0.227"
"200769","2020","03/26/2021","1727810.00","2314000.00","0.7466"
"20353","2020","02/16/2021","1334600.00","2100000.00","0.6355"
"200071","2020","06/15/2021","152700.00","149890.00","1.018747081"
"200155","2020","03/24/2021","120400.00","153000.00","0.7869"
"200708","2020","08/20/2021","224600.00","485000.00","0.463"
"200740","2020","04/30/2021","199200.00","318000.00","0.6264"
"20209","2020","02/25/2021","341670.00","529900.00","0.6447"
"20001","2020","10/05/2020","365540.00","550000.00","0.6646"
"200024","2020","11/30/2020","219090.00","335000.00","0.654"
"200677","2020","08/30/2021","227910.00","430000.00","0.53"
"200377","2020","12/16/2020","357700.00","780000.00","0.4585"
"20772","2020","05/12/2021","74935.00","232000.00","0.3229"
"200223","2020","04/19/2021","77700.00","154000.00","0.5045"
"200085","2020","05/10/2021","73020.00","120000.00","0.6085"
"200118","2020","03/30/2021","0.00","110000.00","0"
"2000449","2020","07/29/2021","154750.00","305900.00","0.5058"
"20101","2020","02/16/2021","150780.00","228000.00","0.6613"
"200657","2020","02/23/2021","549500.00","825000.00","0.666"
"200682","2020","03/02/2021","2494660.00","3880000.00","0.6429"
"200362","2020","05/03/2021","216290.00","414900.00","0.5213"
"200476","2020","05/21/2021","13720.00","25000.00","0.5488"
"200236","2020","11/17/2020","284000.00","630000.00","0.4507"
"2000250","2020","04/05/2021","229020.00","500000.00","0.45804"
"200186","2020","12/14/2020","652400.00","710000.00","0.918873239"
"200432","2020","05/03/2021","160510.00","293000.00","0.5478157"
"2000432","2020","07/20/2021","171190.00","350500.00","0.4884"
"200650","2020","03/29/2021","93900.00","175000.00","0.5365"
"200148","2020","07/19/2021","22490.00","70000.00","0.321285714"
"201386","2020","07/13/2021","789110.00","1400000.00","0.5636"
"200007","2020","10/14/2020","220570.00","415000.00","0.5314"
"200336","2020","12/09/2020","101000.00","210000.00","0.4809"
"200231","2020","06/28/2021","110170.00","250000.00","0.44068"
"200103","2020","04/22/2021","157310.00","342500.00","0.4592"
"200133","2020","05/03/2021","261100.00","566895.00","0.46057912"
"20366","2020","02/23/2021","53390.00","109900.00","0.4858"
"201321","2020","07/02/2021","5622610.00","7900000.00","0.7117"
"200138","2020","02/17/2021","151270.00","198000.00","0.763989899"
"200873","2020","09/24/2021","136400.00","183000.00","0.7453"
"200218","2020","09/21/2021","172300.00","365000.00","0.472"
"201371","2020","09/29/2021","65520.00","140000.00","0.468"
"20012","2020","10/06/2020","167350.00","300000.00","0.5578"
"20460","2020","02/26/2021","51485.00","189900.00","0.2711"
"200883","2020","09/02/2021","123960.00","295000.00","0.4202"
"200238","2020","01/08/2021","909900.00","1200000.00","0.7582"
"200682","2020","03/08/2021","173400.00","285000.00","0.6084"
"20006","2020","10/01/2020","923300.00","1445000.00","0.6389"
"20916","2020","06/22/2021","50458.00","144900.00","0.3482"
"200121","2020","06/03/2021","100230.00","75000.00","1.3364"
"200202","2020","04/06/2021","111440.00","225000.00","0.4952"
"200093","2020","10/22/2020","158830.00","315000.00","0.5042"
"2020188","2020","03/08/2021","219700.00","325000.00","0.676"
"20000092","2020","12/02/2020","221950.00","405000.00","0.548"
"20000020","2020","10/16/2020","225830.00","410000.00","0.5508"
"20601","2020","06/04/2021","12220.00","27500.00","0.4443"
"200113","2020","10/21/2020","908530.00","975000.00","0.9318"
"2020320","2020","08/25/2021","129600.00","432600.00","0.2995"
"200021","2020","10/27/2020","176980.00","324450.00","0.545476961"
"20332","2020","05/17/2021","604730.00","1175000.00","0.5146"
"200814","2020","04/14/2021","206800.00","328000.00","0.6304"
"200092","2020","10/19/2020","41100.00","95000.00","0.4326"
"200900","2020","06/11/2021","2580.00","80040.00","0.0322"
"20012","2020","10/20/2020","200160.00","257000.00","0.7788"
"201096","2020","08/10/2021","217339.00","440000.00","0.4939"
"200595","2020","03/05/2021","183000.00","330000.00","0.5545"
"200460","2020","01/06/2021","710640.00","1550000.00","0.4584"
"201350","2020","09/22/2021","135170.00","160000.00","0.8448"
"20073","2020","04/27/2021","59440.00","56000.00","1.0614"
"200007","2020","10/27/2020","454090.00","845000.00","0.5373"
"2000216","2020","05/11/2021","48790.00","45000.00","1.084222222"
"200068","2020","12/02/2020","158300.00","130000.00","1.2176"
"200026","2020","10/27/2020","140770.00","224000.00","0.6284"
"200113","2020","01/25/2021","243300.00","386000.00","0.6303"
"200100","2020","06/16/2021","1060.00","130000.00","0.0081"
"20000062","2020","11/06/2020","224710.00","410000.00","0.548073171"
"200359","2020","03/22/2021","988100.00","1100000.00","0.8982"
"20000007","2020","10/05/2020","162690.00","271300.00","0.5996"
"200673","2020","03/03/2021","212200.00","385000.00","0.5511"
"201319","2020","09/01/2021","34510.00","1400000.00","0.02465"
"200160","2020","12/16/2020","110830.00","185000.00","0.599"
"200283","2020","11/24/2020","147700.00","210900.00","0.7003"
"201281","2020","07/26/2021","93450.00","696000.00","0.1342"
"200082","2020","02/05/2021","116000.00","209900.00","0.5526"
"200099","2020","11/02/2020","349300.00","495000.00","0.7056"
"20644","2020","04/16/2021","166530.00","190000.00","0.8764"
"20037","2020","10/21/2020","82250.00","105000.00","0.7833"
"200038","2020","10/20/2020","23800.00","35000.00","0.68"
"2000032","2020","10/21/2020","122710.00","220000.00","0.5577"
"20489","2020","07/13/2021","907060.00","1565000.00","0.5795"
"20306","2020","01/19/2021","34250.00","50000.00","0.685"
"200815","2020","05/20/2021","96390.00","150000.00","0.6426"
"201051","2020","07/30/2021","16648.00","77000.00","0.2162"
"200232","2020","01/07/2021","222500.00","346000.00","0.643"
"200197","2020","12/17/2020","377200.00","570000.00","0.6617"
"200054","2020","11/16/2020","102830.00","190000.00","0.5412"
"200085","2020","12/18/2020","409290.00","615000.00","0.6655"
"201109","2020","08/02/2021","110530.00","205000.00","0.5391"
"20190","2020","12/01/2020","50225.00","190000.00","0.2643"
"200687","2020","09/02/2021","77560.00","167500.00","0.463"
"200867","2020","04/26/2021","94200.00","210500.00","0.4475"
"201195","2020","05/07/2021","36260.00","16875.00","2.1487"
"200459","2020","05/10/2021","104270.00","179000.00","0.5825"
"200473","2020","05/20/2021","104230.00","280000.00","0.37225"
"201200","2020","08/19/2021","117810.00","325000.00","0.362492308"
"200541","2020","01/26/2021","251900.00","465000.00","0.5417"
"20154","2020","01/12/2021","502320.00","895000.00","0.5612"
"200423","2020","08/17/2021","87360.00","210000.00","0.416"
"200691","2020","09/01/2021","134030.00","127600.00","1.05039185"
"200107","2020","07/13/2021","167650.00","320000.00","0.5239"
"20007","2020","11/23/2020","232600.00","347900.00","0.6685"
"200249","2020","04/19/2021","222490.00","265000.00","0.8395"
"200580","2020","09/17/2021","51450.00","135000.00","0.3811"
"200856","2020","06/04/2021","104600.00","170000.00","0.6152"
"2000100","2020","12/01/2020","55930.00","112500.00","0.4971"
"200728","2020","07/19/2021","55290.00","123000.00","0.4495"
"200280","2020","04/13/2021","67620.00","126000.00","0.5366"
"200049","2020","10/27/2020","250800.00","430000.00","0.5832"
"201464","2020","09/02/2021","42100.00","100000.00","0.421"
"20176","2020","01/19/2021","177730.00","307000.00","0.5789"
"201285","2020","09/22/2021","130800.00","275000.00","0.475636364"
"200399","2020","05/25/2021","322770.00","600000.00","0.53795"
"200494","2020","06/02/2021","133910.00","330000.00","0.4057"
"200000339","2020","07/20/2021","112260.00","247000.00","0.4544"
"201065","2020","06/15/2021","212200.00","395000.00","0.5372"
"200338","2020","03/17/2021","112000.00","175300.00","0.638904735"
"200717","2020","07/15/2021","0.00","50000.00","0"
"200730","2020","04/27/2021","81400.00","152250.00","0.5346"
"200212","2020","11/12/2020","787780.00","1225000.00","0.643"
"200493","2020","09/02/2021","346540.00","605000.00","0.5727"
"200307","2020","05/28/2021","385690.00","648000.00","0.5952"
"2000121","2020","12/15/2020","215670.00","405000.00","0.5325"
"200662","2020","03/02/2021","393100.00","625000.00","0.6289"
"201063","2020","07/16/2021","112490.00","115000.00","0.978173913"
"200303","2020","09/28/2021","166560.00","290000.00","0.5743"
"20473","2020","08/26/2021","68479.00","504617.00","0.1357"
"20015","2020","12/21/2020","288360.00","601702.00","0.4792"
"200045","2020","11/10/2020","124660.00","120000.00","1.0388"
"200592","2020","06/29/2021","92800.00","235000.00","0.3948"
"200084","2020","11/20/2020","443160.00","875000.00","0.5064"
"200565","2020","07/02/2021","90050.00","172500.00","0.522"
"201342","2020","08/09/2021","216200.00","400000.00","0.5405"
"200310","2020","08/16/2021","141700.00","202500.00","0.6997"
"200682","2020","07/19/2021","195200.00","340000.00","0.5741"
"200126","2020","11/30/2020","141140.00","251000.00","0.5623"
"200718","2020","08/26/2021","120680.00","255000.00","0.473254902"
"20025","2020","10/08/2020","46410.00","190000.00","0.2442"
"200349","2020","06/22/2021","425430.00","635000.00","0.6699"
"200154","2020","05/18/2021","199380.00","350000.00","0.5696"
"20116","2020","12/14/2020","4953270.00","9500000.00","0.5213"
"2020261","2020","07/01/2021","129600.00","250000.00","0.5184"
"200290","2020","01/19/2021","101310.00","185000.00","0.5476"
"20000039","2020","10/28/2020","519720.00","1200000.00","0.4331"
"200122","2020","12/09/2020","221500.00","345000.00","0.642"
"200150","2020","04/08/2021","164310.00","320000.00","0.5134"
"200410","2020","12/24/2020","166400.00","380000.00","0.4378"
"201271","2020","07/26/2021","91840.00","696000.00","0.1319"
"200236","2020","11/12/2020","210800.00","410000.00","0.5141"
"200072","2020","04/30/2021","168900.00","310000.00","0.5448"
"20000014","2020","10/08/2020","411820.00","565000.00","0.7288"
"200072","2020","10/26/2020","194200.00","405000.00","0.4795"
"201257","2020","07/26/2021","172000.00","339000.00","0.5073"
"20319","2020","01/08/2021","28210.00","85000.00","0.3318"
"200230","2020","02/04/2021","110230.00","180000.00","0.6123"
"200033","2020","10/16/2020","93310.00","202500.00","0.4607"
"200390","2020","06/16/2021","229380.00","487000.00","0.471"
"2020258","2020","05/18/2021","245000.00","385000.00","0.6363"
"200063","2020","12/16/2020","210450.00","370000.00","0.5687"
"20000034","2020","10/26/2020","313880.00","565000.00","0.5555"
"20424","2020","06/21/2021","324240.00","479000.00","0.67691023"
"200707","2020","09/09/2021","158640.00","315000.00","0.5036"
"20387","2020","03/02/2021","119620.00","146000.00","0.8193"
"200162","2020","05/19/2021","190200.00","325000.00","0.585230769"
"201630","2020","08/23/2021","2654260.00","4300000.00","0.6172"
"200015","2020","10/28/2020","90300.00","185000.00","0.4881"
"2020334","2020","09/07/2021","254200.00","390000.00","0.6517"
"200932","2020","04/30/2021","1431360.00","1975000.00","0.7247"
"200057","2020","03/09/2021","125440.00","217300.00","0.5772"
"200899","2020","04/26/2021","54118680.00","359000.00","150.7484123"
"200103","2020","11/18/2020","132830.00","178500.00","0.7441"
"20103","2020","12/01/2020","479010.00","895000.00","0.5352"
"200392","2020","12/28/2020","515200.00","670000.00","0.7689"
"200220","2020","12/31/2020","58700.00","115000.00","0.5104"
"201068","2020","07/19/2021","105010.00","223000.00","0.4708"
"20925","2020","09/16/2021","119280.00","255000.00","0.4677"
"2000290","2020","04/30/2021","220040.00","489000.00","0.4499"
"200041","2020","10/20/2020","157090.00","230000.00","0.683"
"20813","2020","05/27/2021","60410.00","177300.00","0.3407"
"200080","2020","11/04/2020","80980.00","146000.00","0.5546"
"200135","2020","01/25/2021","47670.00","196500.00","0.2425"
"200903","2020","05/04/2021","290900.00","680000.00","0.4277"
"200131","2020","02/09/2021","60700.00","80000.00","0.7587"
"200676","2020","08/03/2021","204100.00","329000.00","0.6203"
"200045","2020","10/16/2020","319400.00","540000.00","0.5914"
"200178","2020","04/09/2021","102200.00","599359.00","0.1705"
"201206","2020","05/19/2021","19600.00","17500.00","1.12"
"200123","2020","04/30/2021","541550.00","910000.00","0.5951"
"201536","2020","09/20/2021","18200.00","553252.00","0.0328"
"200766","2020","07/28/2021","97550.00","150000.00","0.6503"
"200341","2020","12/09/2020","83400.00","185000.00","0.4508"
"200338","2020","05/21/2021","128800.00","242500.00","0.5311"
"200481","2020","08/26/2021","404240.00","605000.00","0.6681"
"200637","2020","07/01/2021","131200.00","256000.00","0.5125"
"200910","2020","05/10/2021","123700.00","305000.00","0.4055"
"200229","2020","11/17/2020","140600.00","282000.00","0.4985"
"200000350","2020","07/24/2021","204990.00","440000.00","0.4658"
"200441","2020","07/19/2021","385400.00","650000.00","0.5929"
"200277","2020","06/01/2021","113700.00","100000.00","1.137"
"200728","2020","09/21/2021","150870.00","292500.00","0.5157"
"201015","2020","10/20/2020","120890.00","209900.00","0.575940924"
"200419","2020","07/06/2021","1009600.00","2075000.00","0.4865"
"20165","2020","01/05/2021","184310.00","310000.00","0.5945"
"200493","2020","01/19/2021","116100.00","235000.00","0.494"
"201459","2020","07/23/2021","455210.00","705500.00","0.6452"
"200605","2020","02/08/2021","251580.00","292500.00","0.860102564"
"200087","2020","10/16/2020","415380.00","703000.00","0.5908"
"200001","2020","10/09/2020","208760.00","297000.00","0.7028"
"200104","2020","02/16/2021","1165400.00","1325000.00","0.8795"
"201355","2020","08/31/2021","192640.00","275000.00","0.7005"
"200885","2020","06/14/2021","123600.00","210000.00","0.5885"
"200563","2020","09/08/2021","301670.00","630000.00","0.4788"
"200288","2020","09/07/2021","3290.00","5800.00","0.567241379"
"200059","2020","10/14/2020","1278480.00","1442500.00","0.8862"
"200086","2020","12/24/2020","145300.00","276000.00","0.5264"
"200469","2020","04/28/2021","131440.00","215000.00","0.6113"
"200093","2020","03/08/2021","17000.00","115000.00","0.1478"
"200254","2020","12/07/2020","94080.00","215000.00","0.4375"
"200073","2020","12/07/2020","54000.00","552944.00","0.0976"
"200313","2020","05/06/2021","384100.00","740000.00","0.519054054"
"201361","2020","07/08/2021","1223040.00","2470000.00","0.4951"
"200011","2020","10/14/2020","122650.00","219900.00","0.5577"
"20100","2020","02/16/2021","209720.00","320000.00","0.6553"
"200167","2020","12/02/2020","512200.00","455000.00","1.1257"
"20849","2020","08/25/2021","38440.00","39999.00","0.961"
"201231","2020","07/19/2021","253800.00","435000.00","0.5834"
"200583","2020","07/15/2021","131200.00","269900.00","0.4861"
"2000121","2020","01/19/2021","87640.00","116000.00","0.7555"
"200100","2020","06/08/2021","93590.00","160000.00","0.5849"
"200169","2020","12/08/2020","104200.00","210000.00","0.4961"
"10732","2001","01/04/2002","53550.00","114500.00","0.46768559"
"200549","2020","02/23/2021","296300.00","490000.00","0.6046"
"20047","2020","04/06/2021","146900.00","120000.00","1.2241"
"200451","2020","06/14/2021","159290.00","385000.00","0.4137"
"200035","2020","09/15/2021","176080.00","479000.00","0.3675"
"200962","2020","05/05/2021","2803360.00","4053000.00","0.6916"
"2000128","2020","01/25/2021","133420.00","240000.00","0.5559"
"201507","2020","07/30/2021","1855490.00","3530000.00","0.5256"
"201004","2020","07/12/2021","229470.00","50000.00","4.5894"
"20081","2020","06/01/2021","131100.00","296000.00","0.4429"
"200178","2020","11/04/2020","859180.00","1649000.00","0.521"
"200054","2020","12/30/2020","239680.00","455000.00","0.5267"
"200135","2020","11/03/2020","119000.00","225500.00","0.5277"
"20094","2020","09/30/2021","180060.00","360000.00","0.5001"
"200710","2020","09/14/2021","410850.00","812000.00","0.5059"
"2020171","2020","04/01/2021","129100.00","244000.00","0.529"
"20425","2020","03/18/2021","139630.00","200000.00","0.69815"
"20815","2020","05/27/2021","68215.00","175000.00","0.3898"
"200341","2020","03/18/2021","114610.00","165000.00","0.6946"
"200046","2020","11/13/2020","225300.00","370000.00","0.6089"
"201221","2020","09/15/2021","185640.00","320000.00","0.5801"
"20711","2020","04/26/2021","285530.00","101500.00","2.8131"
"200264","2020","09/22/2021","128800.00","273900.00","0.4702"
"2020003","2020","10/05/2020","130900.00","213000.00","0.6145"
"201114","2020","02/03/2021","115570.00","228000.00","0.5068"
"20454","2020","04/01/2021","69180.00","115000.00","0.6015"
"20093","2020","11/03/2020","21950.00","50000.00","0.439"
"200006","2020","10/13/2020","881100.00","1360000.00","0.6478"
"200398","2020","04/15/2021","225540.00","270000.00","0.835333333"
"200058","2020","03/31/2021","54300.00","150000.00","0.362"
"20014","2020","01/11/2021","10700.00","7500.00","1.4266"
"200386","2020","07/08/2021","109470.00","95000.00","1.1523"
"200605","2020","03/10/2021","134300.00","165000.00","0.8139"
"20000216","2020","07/13/2021","96390.00","219000.00","0.4401"
"2000145","2020","01/06/2021","421250.00","585000.00","0.72"
"20766","2020","07/28/2021","73180.00","180000.00","0.4065"
"20129","2020","12/14/2020","181860.00","289000.00","0.6292"
"200323","2020","12/04/2020","1503390.00","1746000.00","0.861"
"200201","2020","09/29/2021","163700.00","290000.00","0.5644"
"200380","2020","06/08/2021","281140.00","470000.00","0.5981"
"200758","2020","09/09/2021","14840.00","35900.00","0.413370474"
"200199","2020","02/17/2021","541000.00","765000.00","0.7071"
"2020205","2020","03/26/2021","196400.00","322000.00","0.6099"
"200957","2020","06/22/2021","118580.00","265000.00","0.4474"
"201527","2020","08/02/2021","1677550.00","2900000.00","0.5784"
"200293","2020","03/22/2021","4928160.00","4260000.00","1.1568"
"200817","2020","05/26/2021","192700.00","357000.00","0.5397"
"20592","2020","09/01/2021","586950.00","575000.00","1.0207"
"201139","2020","08/04/2021","162820.00","300000.00","0.5427"
"200546","2020","09/28/2021","206800.00","475000.00","0.4353"
"200064","2020","07/26/2021","177830.00","344900.00","0.5155"
"2000370","2020","09/02/2021","352100.00","570000.00","0.6177"
"2000297","2020","05/04/2021","128820.00","175000.00","0.7361"
"200325","2020","03/03/2021","106900.00","181000.00","0.5906"
"200277","2020","03/15/2021","174260.00","300000.00","0.5808"
"200262","2020","04/05/2021","696100.00","812500.00","0.8567"
"200146","2020","03/15/2021","134400.00","240000.00","0.56"
"2020069","2020","11/23/2020","117200.00","250000.00","0.4688"
"200427","2020","04/01/2021","103820.00","175000.00","0.5932"
"200369","2020","06/14/2021","150150.00","349900.00","0.429122606"
"200335","2020","05/17/2021","243460.00","250000.00","0.9738"
"20000129","2020","01/06/2021","325680.00","535000.00","0.6087"
"200079","2020","11/02/2020","252490.00","373000.00","0.6769"
"201216","2020","08/24/2021","97720.00","135000.00","0.7238"
"200641","2020","08/18/2021","271340.00","400000.00","0.6783"
"2020337","2020","07/19/2021","248400.00","493500.00","0.5033"
"20122","2020","11/16/2020","66820.00","149000.00","0.4484"
"20000142","2020","01/19/2021","331060.00","525000.00","0.6305"
"200189","2020","11/17/2020","177660.00","282900.00","0.627995758"
"201661","2020","08/30/2021","1379770.00","450000.00","3.066155556"
"200115","2020","11/04/2020","96400.00","195000.00","0.4943"
"20000110","2020","02/25/2021","245720.00","359900.00","0.6827"
"20174","2020","11/24/2020","67655.00","262000.00","0.258225191"
"200211","2020","12/28/2020","271390.00","395000.00","0.687"
"201290","2020","07/06/2021","101850.00","189000.00","0.5388"
"20462","2020","07/01/2021","1080030.00","1710000.00","0.6315"
"200726","2020","03/12/2021","680190.00","857000.00","0.7936"
"200036","2020","10/15/2020","17400.00","26500.00","0.6566"
"200091","2020","12/28/2020","186400.00","315000.00","0.5917"
"200064","2020","06/25/2021","966400.00","1732500.00","0.5578"
"20174","2020","07/02/2021","212030.00","355000.00","0.5972"
"20012","2020","12/01/2020","980.00","35000.00","0.028"
"20120","2020","07/01/2021","131410.00","269900.00","0.4868"
"200296","2020","04/22/2021","664650.00","1850000.00","0.3592"
"20190","2020","12/03/2020","179280.00","341000.00","0.5257"
"20420","2020","07/21/2021","255850.00","510000.00","0.5016"
"200568","2020","02/03/2021","6300000.00","7053303.00","0.8931"
"200769","2020","04/05/2021","135600.00","265000.00","0.5116"
"200408","2020","12/22/2020","555310.00","610000.00","0.9103"
"200313","2020","08/13/2021","123500.00","227500.00","0.5428"
"201036","2020","11/05/2020","175840.00","288000.00","0.610555556"
"200263","2020","01/25/2021","129220.00","240000.00","0.5384"
"200512","2020","09/08/2021","362800.00","545000.00","0.6656"
"20123","2020","07/09/2021","113220.00","255000.00","0.444"
"200135","2020","11/24/2020","282800.00","537500.00","0.5261"
"20351","2020","01/20/2021","40705.00","212000.00","0.192"
"2020128","2020","02/02/2021","192200.00","360000.00","0.5338"
"2020162","2020","02/11/2021","130700.00","229900.00","0.5685"
"200859","2020","06/01/2021","150430.00","285000.00","0.5278"
"200268","2020","02/11/2021","153640.00","200000.00","0.7682"
"2020172","2020","04/05/2021","148700.00","315000.00","0.472"
"200117","2020","10/21/2020","605710.00","999000.00","0.606316316"
"200135","2020","11/18/2020","109540.00","155550.00","0.7042"
"201035","2020","07/09/2021","103250.00","210000.00","0.491666667"
"200528","2020","06/15/2021","135560.00","300000.00","0.4518"
"200383","2020","04/09/2021","113890.00","230300.00","0.4945"
"201124","2020","06/28/2021","159200.00","326000.00","0.4883"
"200130","2020","03/04/2021","137970.00","120000.00","1.1497"
"20105","2020","06/10/2021","86700.00","183350.00","0.4728"
"200028","2020","02/10/2021","626600.00","535000.00","1.1712"
"20488","2020","03/03/2021","63700.00","240000.00","0.2654"
"200166","2020","06/30/2021","706220.00","1350000.00","0.5231"
"200599","2020","07/12/2021","105630.00","250000.00","0.42252"
"20242","2020","04/05/2021","285600.00","670000.00","0.426268657"
"200157","2020","07/12/2021","214940.00","450000.00","0.4776"
"200186","2020","11/09/2020","145700.00","295000.00","0.4938"
"200275","2020","05/06/2021","154070.00","250000.00","0.6162"
"200195","2020","01/22/2021","181800.00","354900.00","0.5122"
"200076","2020","02/16/2021","136410.00","186000.00","0.7333"
"200064","2020","10/22/2020","123640.00","231000.00","0.5352"
"200394","2020","12/22/2020","9800.00","17000.00","0.5764"
"20225","2020","09/07/2021","217280.00","370000.00","0.5872"
"20000","2020","10/02/2020","6500.00","10000.00","0.65"
"200547","2020","06/21/2021","115080.00","265000.00","0.434264151"
"200968","2020","07/01/2021","161100.00","329000.00","0.4896"
"20930","2020","09/20/2021","75970.00","171000.00","0.4442"
"2000116","2020","12/14/2020","116770.00","203500.00","0.5738"
"200077","2020","05/06/2021","91900.00","135000.00","0.6807"
"2000096","2020","10/29/2020","239270.00","385000.00","0.6214"
"20538","2020","08/03/2021","2034340.00","4595000.00","0.442729053"
