"Serial Number","List Year","Date Recorded","Assessed Value","Sale Amount","Sales Ratio"
"20227","2020","03/11/2021","309887.00","550000.00","0.5634"
"20411","2020","02/11/2021","24605.00","90000.00","0.2733"
"201044","2020","06/09/2021","262500.00","585000.00","0.4487"
"20021","2020","11/20/2020","166800.00","293000.00","0.5692"
"2020204","2020","05/04/2021","181000.00","300000.00","0.6033"
"200580","2020","06/14/2021","284100.00","457500.00","0.6209"
"200163","2020","11/09/2020","134750.00","280000.00","0.4812"
"200018","2020","10/20/2020","165700.00","276000.00","0.6003"
"200191","2020","04/21/2021","122900.00","225500.00","0.545011086"
"200071","2020","10/14/2020","32500.00","70000.00","0.4642"
"200116","2020","02/02/2021","130330.00","30000.00","4.3443"
"2020276","2020","06/02/2021","175000.00","297500.00","0.5882"
"200168","2020","05/27/2021","180900.00","162500.00","1.1132"
"201038","2020","05/18/2021","1741110.00","3690000.00","0.4718"
"200460","2020","08/12/2021","139230.00","341000.00","0.40829912"
"200684","2020","09/01/2021","100070.00","185000.00","0.5409"
"200695","2020","08/12/2021","372800.00","525000.00","0.71"
"200221","2020","04/19/2021","73570.00","82500.00","0.891757576"
"20073","2020","11/02/2020","107710.00","170000.00","0.6335"
"200293","2020","07/29/2021","173700.00","345000.00","0.5034"
"20402","2020","02/08/2021","217980.00","532500.00","0.4093"
"200015","2020","10/15/2020","269220.00","415000.00","0.6487"
"201037","2020","07/20/2021","84000.00","205000.00","0.4097"
"200602","2020","07/01/2021","270000.00","525000.00","0.5142"
"200223","2020","11/05/2020","175100.00","264900.00","0.661"
"200375","2020","04/06/2021","76960.00","140000.00","0.5497"
"200020","2020","10/26/2020","340400.00","549900.00","0.619"
"20606","2020","09/09/2021","382830.00","1350000.00","0.2835"
"200072","2020","04/23/2021","350300.00","910000.00","0.3849"
"201189","2020","07/12/2021","81600.00","116600.00","0.6998"
"200466","2020","05/03/2021","84100.00","130000.00","0.6469"
"200057","2020","03/30/2021","83700.00","99900.00","0.8378"
"200243","2020","12/30/2020","181070.00","160000.00","1.1316875"
"20510","2020","07/26/2021","481320.00","1007500.00","0.4777"
"200442","2020","06/10/2021","83090.00","140000.00","0.5935"
"200287","2020","07/19/2021","127000.00","245000.00","0.5183"
"20482","2020","04/15/2021","91830.00","85000.00","1.0803"
"200476","2020","05/05/2021","370700.00","720000.00","0.5148"
"200023","2020","10/26/2020","197600.00","360000.00","0.5488"
"200381","2020","07/27/2021","200270.00","165000.00","1.213757576"
"20106","2020","11/09/2020","94740.00","136500.00","0.694"
"200430","2020","05/03/2021","98840.00","210013.00","0.4706"
"200187","2020","12/04/2020","122970.00","216000.00","0.5693"
"200000321","2020","07/08/2021","222570.00","420000.00","0.5299"
"20133","2020","04/01/2021","114660.00","265000.00","0.4326"
"200529","2020","06/14/2021","105140.00","200000.00","0.5257"
"200358","2020","06/03/2021","269300.00","475000.00","0.5669"
"2000464","2020","08/05/2021","220010.00","500000.00","0.44"
"200610","2020","02/09/2021","1610770.00","3695000.00","0.4359"
"200031","2020","12/15/2020","211920.00","358000.00","0.5919"
"20221","2020","08/27/2021","185850.00","260920.00","0.7122"
"200184","2020","01/28/2021","352800.00","570000.00","0.6189"
"200179","2020","11/04/2020","1287440.00","2000000.00","0.6437"
"200371","2020","07/01/2021","1754680.00","2700000.00","0.6498"
"200061","2020","01/15/2021","28330.00","64000.00","0.4426"
"20034","2020","03/24/2021","111580.00","145000.00","0.7695"
"201370","2020","08/16/2021","118100.00","259900.00","0.4544"
"2020045","2020","11/05/2020","165700.00","265000.00","0.6252"
"200403","2020","07/02/2021","2083410.00","6568750.00","0.317169933"
"20860","2020","06/09/2021","83754.00","245000.00","0.3418"
"200431","2020","07/27/2021","323330.00","750000.00","0.4311"
"200142","2020","02/02/2021","275940.00","450000.00","0.6132"
"201497","2020","07/29/2021","855820.00","40000.00","21.3955"
"2000392","2020","09/20/2021","137830.00","250000.00","0.5513"
"200333","2020","04/14/2021","118260.00","190000.00","0.6224"
"200016","2020","10/27/2020","281800.00","480000.00","0.587"
"20821","2020","08/13/2021","65090.00","125000.00","0.5207"
"200843","2020","06/02/2021","94900.00","200000.00","0.4745"
"200263","2020","07/02/2021","138400.00","290000.00","0.4772"
"20063","2020","03/15/2021","68140.00","400000.00","0.1703"
"200130","2020","11/02/2020","129080.00","251200.00","0.5138"
"200013","2020","10/08/2020","160990.00","220000.00","0.7317"
"200034","2020","03/31/2021","598000.00","1994000.00","0.2998"
"200522","2020","08/18/2021","109970.00","177500.00","0.6195"
"201282","2020","09/07/2021","197680.00","326000.00","0.6063"
"20080","2020","11/18/2020","289800.00","585000.00","0.4953"
"201793","2020","09/30/2021","3531920.00","4250000.00","0.831"
"200166","2020","03/31/2021","141470.00","240000.00","0.5894"
"200049","2020","10/09/2020","1282890.00","1800000.00","0.7127"
"200733","2020","09/22/2021","281570.00","491000.00","0.5734"
"200035","2020","11/09/2020","188220.00","360000.00","0.5228"
"200516","2020","07/08/2021","160630.00","175700.00","0.9142"
"200113","2020","03/05/2021","127700.00","237000.00","0.5388"
"200912","2020","06/21/2021","115400.00","235000.00","0.491"
"200476","2020","02/04/2021","114240.00","210000.00","0.544"
"2020094","2020","12/14/2020","285100.00","414900.00","0.6871"
"200466","2020","01/07/2021","346400.00","620000.00","0.5587"
"20310","2020","05/10/2021","233660.00","560000.00","0.4172"
"200248","2020","07/20/2021","134930.00","257000.00","0.525"
"200294","2020","03/01/2021","381260.00","510000.00","0.7475"
"20699","2020","07/12/2021","803950.00","1950822.00","0.4121"
"200031","2020","11/02/2020","145300.00","260000.00","0.5588"
"200124","2020","11/18/2020","850850.00","1550000.00","0.548935484"
"200367","2020","03/26/2021","181800.00","160000.00","1.1362"
"200085","2020","11/03/2020","592480.00","1002500.00","0.591"
"201433","2020","08/30/2021","160200.00","215000.00","0.7451"
"200661","2020","08/26/2021","111940.00","215000.00","0.5206"
"20217","2020","08/26/2021","178780.00","370000.00","0.4831"
"200162","2020","12/18/2020","169640.00","306970.00","0.5526"
"201607","2020","09/30/2021","49800.00","130000.00","0.383"
"200395","2020","06/18/2021","163980.00","280000.00","0.5856"
"201004","2020","10/05/2020","97790.00","150075.00","0.65160753"
"200270","2020","09/29/2021","247840.00","440000.00","0.563272727"
"20111","2020","11/10/2020","109670.00","245000.00","0.447632653"
"201066","2020","12/15/2020","209510.00","290000.00","0.7224"
"200095","2020","07/19/2021","363900.00","675000.00","0.5391"
"20000221","2020","03/31/2021","127000.00","225000.00","0.5644"
"200343","2020","02/18/2021","134100.00","270000.00","0.4966"
"200391","2020","04/13/2021","225870.00","55000.00","4.106727273"
"200158","2020","01/05/2021","231680.00","359900.00","0.6437"
"200361","2020","12/15/2020","177600.00","220000.00","0.8072"
"20374","2020","03/01/2021","79750.00","160000.00","0.4984"
"200101","2020","11/09/2020","115360.00","199900.00","0.577"
"200406","2020","07/16/2021","153580.00","280000.00","0.5485"
"200046","2020","10/13/2020","127780.00","272500.00","0.4689"
"201252","2020","09/01/2021","0.00","230000.00","0"
"200762","2020","05/04/2021","112140.00","206000.00","0.5443"
"20000082","2020","01/19/2021","204820.00","340000.00","0.6024"
"200414","2020","08/12/2021","192990.00","395000.00","0.4885"
"200241","2020","12/02/2020","69720.00","121000.00","0.5761"
"201053","2020","07/14/2021","69090.00","127500.00","0.5418"
"20157","2020","11/25/2020","110200.00","188200.00","0.5855"
"200074","2020","09/01/2021","246100.00","385000.00","0.6392"
"200525","2020","02/26/2021","118860.00","160000.00","0.7428"
"200863","2020","09/21/2021","270400.00","465000.00","0.5815"
"20387","2020","06/29/2021","174370.00","380000.00","0.4588"
"200363","2020","05/27/2021","28650.00","75000.00","0.382"
"200169","2020","11/03/2020","173090.00","280000.00","0.6181"
"200489","2020","08/26/2021","190600.00","265000.00","0.7192"
"200245","2020","01/12/2021","181600.00","201000.00","0.903482587"
"20081","2020","10/28/2020","72660.00","260000.00","0.2794"
"201576","2020","09/27/2021","318100.00","547000.00","0.5815"
"200000297","2020","06/16/2021","238660.00","275000.00","0.867854545"
"200404","2020","01/11/2021","41230.00","72000.00","0.5726"
"200386","2020","06/22/2021","419800.00","680000.00","0.6173"
"200228","2020","12/18/2020","123850.00","227500.00","0.5443"
"200115","2020","08/02/2021","234600.00","408000.00","0.575"
"200040","2020","11/02/2020","213000.00","479900.00","0.443842467"
"2020219","2020","05/20/2021","76700.00","219000.00","0.350228311"
"200069","2020","01/13/2021","518780.00","882000.00","0.5881"
"200055","2020","11/17/2020","97160.00","169800.00","0.5722"
"200225","2020","01/06/2021","108080.00","28750.00","3.759304348"
"2020261","2020","05/19/2021","272800.00","475000.00","0.5743"
"2000016","2020","10/09/2020","170330.00","245000.00","0.6952"
"200183","2020","11/04/2020","13084120.00","14685000.00","0.8909"
"200122","2020","06/01/2021","233770.00","422500.00","0.5533"
"200412","2020","03/24/2021","92290.00","216000.00","0.4272"
"200074","2020","05/05/2021","149100.00","292500.00","0.5097"
"201335","2020","09/20/2021","130380.00","310000.00","0.4205"
"20374","2020","06/02/2021","1610000.00","2180000.00","0.7385"
"20553","2020","03/23/2021","55405.00","230000.00","0.2408"
"200295","2020","07/28/2021","209300.00","410000.00","0.5104"
"20206","2020","12/04/2020","46620.00","125000.00","0.3729"
"20000097","2020","02/08/2021","240450.00","388000.00","0.6197"
"20000077","2020","01/11/2021","57750.00","405000.00","0.142592593"
"20372","2020","06/22/2021","174440.00","400000.00","0.4361"
"200206","2020","03/04/2021","386460.00","665000.00","0.5811"
"200870","2020","06/03/2021","105880.00","220000.00","0.4812"
"200021","2020","11/02/2020","210243.00","144000.00","1.46"
"200159","2020","10/30/2020","2443630.00","3865000.00","0.6322"
"200565","2020","06/15/2021","70900.00","143000.00","0.4958"
"200023","2020","10/30/2020","533930.00","619000.00","0.8625"
"20189","2020","07/21/2021","0.00","329900.00","0"
"200308","2020","04/30/2021","222890.00","350000.00","0.6368"
"201348","2020","07/06/2021","793590.00","1300000.00","0.6104"
"200980","2020","06/28/2021","136780.00","215000.00","0.6361"
"201417","2020","08/26/2021","18200.00","550812.00","0.033"
"20258","2020","12/21/2020","123900.00","332500.00","0.3726"
"200036","2020","12/28/2020","192260.00","295000.00","0.6517"
"200110","2020","07/28/2021","166100.00","345000.00","0.481449275"
"20139","2020","11/20/2020","135610.00","258000.00","0.5256"
"200831","2020","05/25/2021","241710.00","425000.00","0.5687"
"201082","2020","08/05/2021","94920.00","85000.00","1.1167"
"20114","2020","03/01/2021","9520.00","10000.00","0.952"
"201168","2020","08/24/2021","56500.00","120000.00","0.4708"
"200523","2020","09/15/2021","350500.00","575000.00","0.6095"
"200289","2020","11/30/2020","143700.00","290000.00","0.4955"
"200677","2020","04/06/2021","31000.00","57000.00","0.5438"
"200015","2020","10/05/2020","155050.00","250000.00","0.6202"
"200048","2020","11/20/2020","197900.00","230000.00","0.8604"
"200056","2020","02/10/2021","288500.00","485000.00","0.5948"
"2020184","2020","03/02/2021","205900.00","350000.00","0.5882"
"201250","2020","09/23/2021","106502.00","309000.00","0.3446"
"2011344","2020","03/04/2021","4620.00","385000.00","0.012"
"20000048","2020","11/25/2020","203070.00","369900.00","0.5489"
"20017","2020","11/16/2020","429800.00","575000.00","0.7474"
"200119","2020","08/12/2021","94110.00","178000.00","0.5287"
"20069","2020","04/30/2021","40100.00","65000.00","0.6169"
"200662","2020","08/03/2021","97230.00","305000.00","0.318786885"
"200363","2020","09/24/2021","171500.00","54962.00","3.1203"
"20082","2020","01/13/2021","129150.00","215000.00","0.6006"
"200503","2020","01/19/2021","168100.00","380000.00","0.4423"
"200084","2020","10/30/2020","209300.00","352000.00","0.5946"
"20013","2020","12/02/2020","219810.00","380000.00","0.5784"
"201171","2020","07/06/2021","324700.00","600000.00","0.5411"
"200823","2020","05/10/2021","117800.00","253000.00","0.4656"
"200482","2020","05/20/2021","130140.00","252000.00","0.5164"
"200893","2020","04/22/2021","334670.00","675000.00","0.4958"
"20118","2020","11/06/2020","48825.00","187500.00","0.2604"
"200135","2020","06/15/2021","181750.00","260000.00","0.699038462"
"201233","2020","06/22/2021","4259500.00","4300000.00","0.9905"
"20192","2020","02/04/2021","120190.00","170000.00","0.707"
"20000006","2020","10/09/2020","269290.00","375980.00","0.7162"
"200312","2020","12/02/2020","256000.00","275000.00","0.930909091"
"201540","2020","08/04/2021","1097250.00","1814000.00","0.6048"
"200328","2020","12/21/2020","26880.00","74900.00","0.3588"
"20334","2020","02/02/2021","93190.00","169000.00","0.5514"
"200565","2020","03/10/2021","166110.00","315000.00","0.5273"
"200105","2020","01/11/2021","85750.00","149900.00","0.572"
"200892","2020","04/22/2021","195790.00","315000.00","0.6215"
"20116","2020","11/06/2020","13335.00","30000.00","0.4445"
"20541","2020","05/14/2021","110330.00","235000.00","0.4694"
"20014","2020","10/07/2020","136020.00","281000.00","0.484"
"200466","2020","05/10/2021","313800.00","496500.00","0.632"
"20797","2020","05/24/2021","66605.00","180000.00","0.37"
"200669","2020","07/12/2021","293300.00","620000.00","0.473"
"2000380","2020","09/09/2021","151200.00","279900.00","0.5401"
"200149","2020","12/10/2020","480880.00","760000.00","0.6327"
"200618","2020","03/16/2021","135900.00","251000.00","0.5414"
"201084","2020","08/02/2021","262700.00","455000.00","0.5773"
"200253","2020","12/31/2020","91220.00","170000.00","0.5365"
"200116","2020","12/09/2020","212590.00","399900.00","0.5316"
"200304","2020","12/02/2020","131300.00","250000.00","0.5252"
"200079","2020","11/04/2020","145820.00","257000.00","0.5673"
"200366","2020","09/28/2021","162000.00","300000.00","0.54"
"201090","2020","08/03/2021","134600.00","300000.00","0.4486"
"200125","2020","12/18/2020","199660.00","280000.00","0.713"
"200028","2020","01/28/2021","419890.00","630000.00","0.6664"
"201350","2020","07/07/2021","2895550.00","3395000.00","0.8528"
"200370","2020","03/18/2021","136100.00","256000.00","0.5316"
"20117","2020","03/11/2021","197820.00","375000.00","0.5275"
"201158","2020","07/01/2021","198300.00","470000.00","0.4219"
"20084","2020","08/23/2021","125820.00","308000.00","0.4085"
"200202","2020","09/20/2021","147140.00","325000.00","0.4527"
"200182","2020","07/23/2021","362500.00","805000.00","0.4503"
"200071","2020","01/11/2021","106820.00","150150.00","0.7114"
"200343","2020","03/02/2021","159000.00","250000.00","0.636"
"200849","2020","08/24/2021","93400.00","202000.00","0.4623"
"200086","2020","12/11/2020","78610.00","145000.00","0.5421"
"200488","2020","01/14/2021","575820.00","400000.00","1.4395"
"200003","2020","10/02/2020","307500.00","522119.00","0.5889"
"200402","2020","04/16/2021","132160.00","287500.00","0.4596"
"2020013","2020","10/14/2020","206500.00","355000.00","0.5816"
"200045","2020","10/22/2020","134610.00","250000.00","0.5384"
"200179","2020","11/12/2020","96250.00","139000.00","0.6924"
"200245","2020","01/14/2021","71750.00","80000.00","0.8968"
"2020361","2020","09/21/2021","203700.00","335000.00","0.608"
"200713","2020","03/16/2021","6900.00","17500.00","0.3942"
"200001","2020","10/06/2020","127800.00","150000.00","0.852"
"200059","2020","10/28/2020","215320.00","84500.00","2.54816568"
"200027","2020","10/09/2020","82800.00","133500.00","0.6202"
"200691","2020","04/16/2021","333550.00","490000.00","0.6807"
"201153","2020","06/08/2021","399140.00","337500.00","1.1826"
"201374","2020","09/15/2021","215600.00","600000.00","0.359333333"
"200131","2020","03/08/2021","93850.00","157500.00","0.5958"
"200166","2020","06/11/2021","85980.00","45000.00","1.9106"
"2020049","2020","11/05/2020","111200.00","216000.00","0.5148"
"201136","2020","06/04/2021","492730.00","800000.00","0.6159"
"200320","2020","08/26/2021","130300.00","230000.00","0.5665"
"201125","2020","08/18/2021","107861.00","320000.00","0.337"
"201127","2020","08/19/2021","143951.00","455000.00","0.3163"
"20015","2020","10/13/2020","194110.00","365000.00","0.5318"
"200773","2020","08/19/2021","182800.00","380000.00","0.481"
"201317","2020","09/15/2021","114310.00","230000.00","0.497"
"20004","2020","10/15/2020","177710.00","185000.00","0.960594595"
"200065","2020","10/19/2020","84800.00","156000.00","0.5435"
"200371","2020","04/05/2021","273560.00","720000.00","0.379944444"
"2000217","2020","03/09/2021","148370.00","213000.00","0.6965"
"201311","2020","08/03/2021","122000.00","210000.00","0.5809"
"200084","2020","11/23/2020","348700.00","550000.00","0.634"
"200464","2020","06/17/2021","546190.00","780000.00","0.70024359"
"201021","2020","06/03/2021","169700.00","325000.00","0.5221"
"200950","2020","05/18/2021","18200.00","541361.00","0.033618971"
"200104","2020","07/19/2021","179740.00","355500.00","0.5055"
"201617","2020","08/19/2021","1420720.00","2950000.00","0.4816"
"200469","2020","09/17/2021","85960.00","135000.00","0.6367"
"20000153","2020","01/25/2021","456790.00","835000.00","0.547"
"200622","2020","08/06/2021","123490.00","280000.00","0.441"
"201378","2020","07/12/2021","2287320.00","3150000.00","0.7261"
"200793","2020","05/13/2021","335790.00","800000.00","0.4197375"
"20549","2020","03/22/2021","281645.00","451887.00","0.6232"
"200030","2020","10/13/2020","208740.00","349900.00","0.5965"
"200940","2020","09/29/2021","105120.00","230000.00","0.457"
"201002","2020","05/12/2021","4299750.00","7700000.00","0.5584"
"20460","2020","07/01/2021","549080.00","1188000.00","0.4621"
"201262","2020","09/16/2021","205600.00","350000.00","0.5874"
"200333","2020","03/08/2021","134600.00","263000.00","0.5117"
"20945","2020","09/23/2021","109400.00","235000.00","0.4655"
"200092","2020","06/28/2021","114700.00","288000.00","0.398263889"
"2000248","2020","06/02/2021","124110.00","160000.00","0.7756"
"200488","2020","05/03/2021","157610.00","281000.00","0.5608"
"20184","2020","07/19/2021","169190.00","274000.00","0.6174"
"200893","2020","05/03/2021","106100.00","210000.00","0.5052"
"200606","2020","08/05/2021","444430.00","750000.00","0.5925"
"200695","2020","08/17/2021","109130.00","238500.00","0.457568134"
"2000322","2020","05/14/2021","282780.00","419000.00","0.6748"
"200223","2020","06/04/2021","284700.00","460000.00","0.6189"
"200888","2020","09/03/2021","145190.00","292000.00","0.4972"
"2020229","2020","04/22/2021","137400.00","235500.00","0.5834"
"201203","2020","09/09/2021","136858.00","360000.00","0.3801"
"200624","2020","07/14/2021","181000.00","345000.00","0.5246"
"200787","2020","08/02/2021","98340.00","208000.00","0.4727"
"201262","2020","07/15/2021","132230.00","307500.00","0.43001626"
"200117","2020","11/19/2020","260010.00","455000.00","0.5714"
"20380","2020","01/28/2021","413700.00","1200000.00","0.3447"
"200263","2020","05/21/2021","114240.00","223000.00","0.512286996"
"200485","2020","07/29/2021","190180.00","425000.00","0.4474"
"200662","2020","02/25/2021","555870.00","730000.00","0.7614"
"20522","2020","03/11/2021","35875.00","165000.00","0.2174"
"200417","2020","03/25/2021","142210.00","290000.00","0.4903"
"200085","2020","08/03/2021","177100.00","340000.00","0.5208"
"200026","2020","10/05/2020","129300.00","285000.00","0.4536"
"20517","2020","09/27/2021","108010.00","130000.00","0.8308"
"20078","2020","11/04/2020","204810.00","324900.00","0.6303"
"200238","2020","04/07/2021","486130.00","810000.00","0.6001"
"200125","2020","02/03/2021","65380.00","107000.00","0.611"
"201309","2020","08/23/2021","90370.00","200000.00","0.4518"
"2020145","2020","02/02/2021","149600.00","174900.00","0.8553"
"2020250","2020","06/22/2021","135000.00","285000.00","0.4736"
"200791","2020","08/23/2021","137500.00","237500.00","0.5789"
"200698","2020","08/13/2021","100600.00","210000.00","0.479"
"200035","2020","10/06/2020","98600.00","180000.00","0.5477"
"200030","2020","10/29/2020","614960.00","999000.00","0.6155"
"200052","2020","10/22/2020","112000.00","165000.00","0.6787"
"201000","2020","07/15/2021","108156.00","325000.00","0.3327"
"20618","2020","06/14/2021","95930.00","210000.00","0.4568"
"200277","2020","04/12/2021","424800.00","765000.00","0.5552"
"200021","2020","12/08/2020","63900.00","98000.00","0.652"
"2000208","2020","03/03/2021","114310.00","235000.00","0.4864"
"200261","2020","04/28/2021","286500.00","550000.00","0.520909091"
"200380","2020","05/17/2021","192430.00","319000.00","0.6032"
"200644","2020","07/20/2021","276900.00","460000.00","0.6019"
"200051","2020","10/23/2020","115560.00","216375.00","0.534"
"200062","2020","10/22/2020","372700.00","564900.00","0.6597"
"200134","2020","12/21/2020","290500.00","465000.00","0.6247"
"200263","2020","01/21/2021","96400.00","149900.00","0.643"
"200014","2020","10/06/2020","141060.00","233000.00","0.605407725"
"200091","2020","11/05/2020","186130.00","97000.00","1.918865979"
"200276","2020","07/12/2021","107400.00","165000.00","0.6509"
"200878","2020","04/29/2021","137500.00","213500.00","0.644"
"201299","2020","09/10/2021","132440.00","146000.00","0.9071"
"200309","2020","06/16/2021","115430.00","225000.00","0.513"
"200233","2020","08/16/2021","138660.00","231000.00","0.6002"
"2020293","2020","08/03/2021","122700.00","285000.00","0.4305"
"201062","2020","06/14/2021","139600.00","300000.00","0.4653"
"200178","2020","06/16/2021","345140.00","629000.00","0.5487"
"201159","2020","08/30/2021","62916.00","195000.00","0.3226"
"200623","2020","06/21/2021","91320.00","145000.00","0.6297"
"200089","2020","11/23/2020","152720.00","298000.00","0.5124"
"200073","2020","12/01/2020","100100.00","179000.00","0.5592"
"200554","2020","07/21/2021","11500.00","10500.00","1.0952"
"200376","2020","07/27/2021","88900.00","142500.00","0.6238"
"200416","2020","12/31/2020","112000.00","215000.00","0.5209"
"201017","2020","06/03/2021","186500.00","378000.00","0.4933"
"2000334","2020","05/21/2021","444980.00","770000.00","0.5778"
"200402","2020","05/28/2021","475420.00","696500.00","0.6825"
"200636","2020","03/24/2021","5731600.00","3380000.00","1.695739645"
"2020063","2020","11/19/2020","210800.00","352000.00","0.5988"
"20534","2020","03/17/2021","138880.00","246000.00","0.5645"
"20019","2020","11/13/2020","198460.00","370900.00","0.535"
"200709","2020","03/09/2021","542850.00","720000.00","0.7539"
"20011","2020","12/07/2020","106600.00","135000.00","0.7896"
"200321","2020","04/05/2021","322950.00","565000.00","0.5715"
"200125","2020","11/25/2020","84100.00","141000.00","0.5964"
"20017","2020","11/18/2020","199610.00","350000.00","0.5703"
"200090","2020","04/12/2021","94470.00","184000.00","0.5134"
"200382","2020","04/08/2021","254240.00","425000.00","0.5982"
"200483","2020","09/30/2021","111860.00","269000.00","0.415836431"
"200820","2020","05/21/2021","108500.00","247000.00","0.439271255"
"200449","2020","08/06/2021","240610.00","501000.00","0.4802"
"200648","2020","08/17/2021","268930.00","575000.00","0.4677"
